"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
200552017,20055,2017,"VA003SP00","VA003SP00","","N","N",,"I","SP: ALLEGHANY COUNTY","SP: ALLEGHANY COUNTY","State Police:","Alleghany County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","ALLEGHANY","Non-MSA","Y","Y","Y"
200562017,20056,2017,"VA0040000","VA0040000","","N","N",,"I","AMELIA","AMELIA CO SO AMELIA","Amelia","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",12926,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",17,4,21,0,8,8,0,0,01-JAN-94,01-JUL-96,01-JAN-11,01-JUN-12,,,"N","AMELIA","Richmond, VA","Y","Y","Y"
200572017,20057,2017,"VA004SP00","VA004SP00","","N","N",,"I","SP: AMELIA COUNTY","SP: AMELIA COUNTY","State Police:","Amelia County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-FEB-11,01-JUN-12,,,"N","AMELIA","Richmond, VA","Y","Y","Y"
200582017,20058,2017,"VA0050000","VA0050000","","N","N",,"I","AMHERST","AMHERST CO SO AMHERST","Amherst","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",29270,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",42,0,42,5,4,9,0,0,01-JAN-94,01-DEC-96,01-DEC-10,01-JUN-12,,,"N","AMHERST","Lynchburg, VA","Y","Y","Y"
200592017,20059,2017,"VA0050100","VA0050100","","N","N",,"I","AMHERST","AMHERST PD","Amherst","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",2201,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-94,01-AUG-96,01-DEC-10,01-JUN-12,,,"N","AMHERST","Lynchburg, VA","Y","Y","Y"
200612017,20061,2017,"VA005SP00","VA005SP00","","N","N",,"I","SP: AMHERST COUNTY","SP: AMHERST COUNTY","State Police:","Amherst County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","AMHERST","Lynchburg, VA","Y","Y","Y"
200622017,20062,2017,"VA0060000","VA0060000","","N","N",,"I","APPOMATTOX","APPOMATTOX CO SO APPOMATTOX","Appomattox","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",15531,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",20,0,20,2,2,4,0,0,01-JAN-94,01-MAR-98,01-FEB-11,01-JUN-12,,,"N","APPOMATTOX","Lynchburg, VA","Y","Y","Y"
200642017,20064,2017,"VA006SP00","VA006SP00","","N","N",,"I","SP: APPOMATTOX COUNTY","SP DIVISION 3 APPOMATTOX","State Police:","Appomattox County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-MAY-11,01-AUG-12,,,"N","APPOMATTOX","Lynchburg, VA","Y","Y","Y"
200652017,20065,2017,"VA0070100","VA0070100","","N","N",,"I","ARLINGTON COUNTY PD","ARLINGTON COUNTY PD ARLINGTON","Arlington County Police Department","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",233399,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",294,34,328,57,72,129,0,0,01-JAN-94,01-JAN-00,01-DEC-10,01-JUN-12,,,"N","ARLINGTON","Washington-Arlington-Alexandria, DC-VA-MD-WV","Y","Y","Y"
200672017,20067,2017,"VA007SP00","VA007SP00","","N","N",,"I","SP: ARLINGTON COUNTY","SP: ARLINGTON COUNTY","State Police:","Arlington County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-JUN-13,01-JUN-13,,,"N","ARLINGTON","Washington-Arlington-Alexandria, DC-VA-MD-WV","Y","Y","Y"
200682017,20068,2017,"VA0080000","VA0080000","","N","N",,"I","AUGUSTA","AUGUSTA CO SO","Augusta","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",75154,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",64,0,64,2,11,13,0,0,01-JAN-94,01-JAN-95,01-DEC-10,01-JUN-12,,,"N","AUGUSTA","Staunton, VA","Y","Y","Y"
200692017,20069,2017,"VA008SP00","VA008SP00","","N","N",,"I","SP: AUGUSTA COUNTY","SP: AUGUSTA COUNTY","State Police:","Augusta County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-JAN-11,01-JUN-12,,,"N","AUGUSTA","Staunton, VA","Y","Y","Y"
200702017,20070,2017,"VA0090000","VA0090000","","N","N",,"I","BATH","BATH CO SO WARM SPRINGS","Bath","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",4433,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,2,14,0,5,5,0,0,01-JAN-94,01-JAN-98,01-JAN-11,01-JUN-12,,,"N","BATH","Non-MSA","Y","Y","Y"
200722017,20072,2017,"VA009SP00","VA009SP00","","N","N",,"I","SP: BATH COUNTY","SP: BATH COUNTY","State Police:","Bath County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","BATH","Non-MSA","Y","Y","Y"
200732017,20073,2017,"VA0100000","VA0100000","","N","N",,"I","BEDFORD","BEDFORD CO SO BEDFORD","Bedford","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",71745,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",76,0,76,12,8,20,0,0,01-JAN-94,01-JUN-97,01-DEC-10,01-JUN-12,,,"N","BEDFORD","Lynchburg, VA","Y","Y","Y"
200742017,20074,2017,"VA0100100","VA0100100","","N","N",,"I","BEDFORD","BEDFORD PD","Bedford","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",6622,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,0,21,3,2,5,0,0,01-JAN-94,01-DEC-95,01-DEC-10,01-JUN-12,,,"N","BEDFORD","Lynchburg, VA","Y","Y","Y"
200762017,20076,2017,"VA010SP00","VA010SP00","","N","N",,"I","SP: BEDFORD COUNTY","SP: BEDFORD COUNTY","State Police:","Bedford County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","BEDFORD","Lynchburg, VA","Y","Y","Y"
200772017,20077,2017,"VA0110000","VA0110000","","N","N",,"I","BLAND","BLAND CO SO BLAND","Bland","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",6457,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",13,3,16,0,5,5,0,0,01-JAN-94,01-JUN-96,01-DEC-10,01-JUN-12,,,"N","BLAND","Non-MSA","Y","Y","Y"
200782017,20078,2017,"VA011SP00","VA011SP00","","N","N",,"I","SP: BLAND COUNTY","SP: BLAND COUNTY","State Police:","Bland County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","BLAND","Non-MSA","Y","Y","Y"
200792017,20079,2017,"VA0120000","VA0120000","","N","N",,"I","BOTETOURT","BOTETOURT CO SO FINCASTLE","Botetourt","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",33199,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",80,4,84,13,18,31,0,0,01-JAN-94,01-SEP-97,01-DEC-10,01-JUN-12,,,"N","BOTETOURT","Roanoke, VA","Y","Y","Y"
200812017,20081,2017,"VA012SP00","VA012SP00","","N","N",,"I","SP: BOTETOURT COUNTY","SP: BOTETOURT COUNTY","State Police:","Botetourt County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","BOTETOURT","Roanoke, VA","Y","Y","Y"
200822017,20082,2017,"VA0130000","VA0130000","","N","N",,"I","BRUNSWICK","BRUNSWICK CO SO LAWRENCEVILLE","Brunswick","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",15018,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",27,2,29,2,12,14,0,0,01-JAN-94,01-JAN-99,01-DEC-10,01-JUN-12,,,"N","BRUNSWICK","Non-MSA","Y","Y","Y"
200832017,20083,2017,"VA0130100","VA0130100","","N","N",,"I","LAWRENCEVILLE","LAWRENCEVILLE PD","Lawrenceville","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",1019,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",6,0,6,0,0,0,0,0,01-JAN-94,01-AUG-96,01-DEC-10,01-JUN-12,,,"N","BRUNSWICK","Non-MSA","Y","Y","Y"
200842017,20084,2017,"VA013SP00","VA013SP00","","N","N",,"I","SP: BRUNSWICK COUNTY","SP: BRUNSWICK COUNTY","State Police:","Brunswick County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-FEB-11,01-JUN-12,,,"N","BRUNSWICK","Non-MSA","Y","Y","Y"
200852017,20085,2017,"VA0140000","VA0140000","","N","N",,"I","BUCHANAN","BUCHANAN CO SO GRUNDY","Buchanan","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",20907,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",30,2,32,3,11,14,0,0,01-JAN-94,01-NOV-96,01-DEC-10,01-JUN-12,,,"N","BUCHANAN","Non-MSA","Y","Y","Y"
200862017,20086,2017,"VA0140100","VA0140100","","N","N",,"I","GRUNDY","GRUNDY PD","Grundy","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",949,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JAN-94,01-NOV-96,01-MAY-11,01-JUN-12,,,"N","BUCHANAN","Non-MSA","Y","Y","Y"
200872017,20087,2017,"VA014SP00","VA014SP00","","N","N",,"I","SP: BUCHANAN COUNTY","SP: BUCHANAN COUNTY","State Police:","Buchanan County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","BUCHANAN","Non-MSA","Y","Y","Y"
200882017,20088,2017,"VA0150000","VA0150000","","N","N",,"I","BUCKINGHAM","BUCKINGHAM CO SO BUCKINGHAM","Buckingham","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",17017,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",19,1,20,0,6,6,0,0,01-JAN-94,01-NOV-99,01-DEC-10,01-JUN-12,,,"N","BUCKINGHAM","Charlottesville, VA","Y","Y","Y"
200892017,20089,2017,"VA015SP00","VA015SP00","","N","N",,"I","SP: BUCKINGHAM COUNTY","SP: BUCKINGHAM COUNTY","State Police:","Buckingham County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","BUCKINGHAM","Charlottesville, VA","Y","Y","Y"
200902017,20090,2017,"VA0160000","VA0160000","","N","N",,"I","CAMPBELL","CAMPBELL CO SO RUSTBURG","Campbell","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",50301,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",54,1,55,7,8,15,0,0,01-JAN-94,01-JUN-97,01-DEC-10,01-JUN-12,,,"N","CAMPBELL","Lynchburg, VA","Y","Y","Y"
200912017,20091,2017,"VA0160100","VA0160100","","N","N",,"I","ALTAVISTA","ALTAVISTA PD","Altavista","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",3470,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,1,0,1,0,0,01-JAN-94,01-FEB-97,01-DEC-10,01-JUN-12,,,"N","CAMPBELL","Lynchburg, VA","Y","Y","Y"
200922017,20092,2017,"VA0160200","VA0160200","","N","N",,"I","BROOKNEAL","BROOKNEAL PD","Brookneal","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",1117,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JAN-94,01-MAY-98,01-DEC-10,01-JUL-12,,,"N","CAMPBELL","Lynchburg, VA","Y","Y","Y"
200932017,20093,2017,"VA016SP00","VA016SP00","","N","N",,"I","SP: CAMPBELL COUNTY","SP: CAMPBELL COUNTY","State Police:","Campbell County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","CAMPBELL","Lynchburg, VA","Y","Y","Y"
200942017,20094,2017,"VA0170000","VA0170000","","N","N",,"I","CAROLINE","CAROLINE CO SO BOWLING GREEN","Caroline","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",29228,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",41,2,43,9,20,29,0,0,01-JAN-94,01-APR-99,01-FEB-11,01-JUN-12,,,"N","CAROLINE","Richmond, VA","Y","Y","Y"
200962017,20096,2017,"VA017SP00","VA017SP00","","N","N",,"I","SP: CAROLINE COUNTY","SP: CAROLINE COUNTY","State Police:","Caroline County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","CAROLINE","Richmond, VA","Y","Y","Y"
200972017,20097,2017,"VA0180000","VA0180000","","N","N",,"I","CARROLL","CARROLL CO SO HILLSVILLE","Carroll","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","County",26764,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",32,4,36,2,2,4,0,0,01-JAN-94,01-NOV-95,01-DEC-10,01-JUN-12,,,"N","CARROLL","Non-MSA","Y","Y","Y"
200982017,20098,2017,"VA0180100","VA0180100","","N","N",,"I","HILLSVILLE","HILLSVILLE PD","Hillsville","","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","City",2643,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,1,15,0,0,0,0,0,01-JAN-94,01-JAN-03,01-DEC-10,01-JUN-12,,,"N","CARROLL","Non-MSA","Y","Y","Y"
200992017,20099,2017,"VA018SP00","VA018SP00","","N","N",,"I","SP: CARROLL COUNTY","SP: CARROLL COUNTY","State Police:","Carroll County","A",51,"Virginia","VA","VA","5","South Atlantic","3","South","Region III","State Police",0,23396,"VAUCR0001","Virginia State Police Criminal Justice Information Services Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-94,01-JAN-94,01-DEC-10,01-JUN-12,,,"N","CARROLL","Non-MSA","Y","Y","Y"
