"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
97392017,9739,2017,"MO0490700","MO0490700","","N","N",,"I","JOPLIN","JOPLIN","Joplin","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",52412,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",7,"3","Cities from 50,000 thru 99,000","3","Cities from 50,000 thru 99,000","N",2,"R","Y",93,11,104,7,23,30,0,0,01-OCT-05,01-MAY-10,01-JUN-10,,01-JAN-13,01-JAN-13,"N","NEWTON; JASPER","Joplin, MO","Y","Y","Y"
97412017,9741,2017,"MO0491500","MO0491500","","N","N",,"I","DUQUESNE","DUQUESNE","Duquesne","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",1725,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,1,1,2,0,0,01-OCT-05,01-JAN-13,01-FEB-13,,01-FEB-13,01-FEB-13,"N","JASPER","Joplin, MO","Y","Y","Y"
97682017,9768,2017,"MO0530000","MO0530000","","N","N",,"I","LACLEDE","LACLEDE","Laclede","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",19835,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",19,4,23,3,9,12,0,0,01-OCT-05,01-AUG-09,01-JAN-10,,01-JAN-13,01-JAN-13,"N","LACLEDE","Non-MSA","Y","Y","Y"
98092017,9809,2017,"MO0590100","MO0590100","","N","N",,"I","CHILLICOTHE","CHILLICOTHE","Chillicothe","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",9760,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,1,13,2,7,9,0,0,01-OCT-05,01-JUN-06,01-DEC-06,,01-FEB-13,01-FEB-13,"N","LIVINGSTON","Non-MSA","Y","Y","Y"
98512017,9851,2017,"MO0710200","MO0710200","","N","N",,"I","VERSAILLES","VERSAILLES","Versailles","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",2452,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,2,1,3,0,0,01-OCT-05,01-APR-17,01-APR-17,,01-APR-17,01-APR-17,"N","MORGAN","Non-MSA","Y","Y","Y"
99622017,9962,2017,"MO0920300","MO0920300","","N","N",,"I","ST. CHARLES","ST. CHARLES","St. Charles","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",69804,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",7,"3","Cities from 50,000 thru 99,000","3","Cities from 50,000 thru 99,000","N",2,"R","Y",99,16,115,10,24,34,0,0,01-OCT-05,01-JAN-12,01-FEB-12,,01-JAN-13,01-JAN-13,"N","ST CHARLES","St. Louis, MO-IL","Y","Y","Y"
99632017,9963,2017,"MO0920400","MO0920400","","N","N",,"I","ST. PETERS","ST. PETERS","St. Peters","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",58079,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",7,"3","Cities from 50,000 thru 99,000","3","Cities from 50,000 thru 99,000","N",2,"R","Y",84,4,88,6,20,26,0,0,01-OCT-05,01-AUG-09,01-JAN-10,,01-MAR-13,01-MAR-13,"N","ST CHARLES","St. Louis, MO-IL","Y","Y","Y"
99642017,9964,2017,"MO0920500","MO0920500","","N","N",,"I","WENTZVILLE","WENTZVILLE","Wentzville","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",38876,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",58,5,63,9,15,24,0,0,01-OCT-05,01-MAY-17,01-MAY-17,,01-JUL-17,01-JUL-17,"N","ST CHARLES","St. Louis, MO-IL","Y","Y","Y"
100172017,10017,2017,"MO0952300","MO0952300","","N","N",,"I","EDMUNDSON","EDMUNDSON","Edmundson","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",832,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",10,0,10,1,1,2,0,0,01-OCT-05,01-DEC-16,01-DEC-16,,01-DEC-16,01-DEC-16,"N","ST LOUIS","St. Louis, MO-IL","Y","Y","Y"
100402017,10040,2017,"MO0955200","MO0955200","","N","N",,"I","NORMANDY","NORMANDY","Normandy","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",7544,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",29,0,29,2,1,3,0,0,01-OCT-05,01-JAN-17,01-MAR-17,,01-MAR-17,01-MAR-17,"N","ST LOUIS","St. Louis, MO-IL","Y","Y","Y"
100432017,10043,2017,"MO0955600","MO0955600","","N","N",,"I","OVERLAND","OVERLAND","Overland","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",15760,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",38,4,42,4,11,15,0,0,01-OCT-05,01-DEC-16,01-FEB-17,,01-FEB-17,01-FEB-17,"N","ST LOUIS","St. Louis, MO-IL","Y","Y","Y"
100762017,10076,2017,"MO0970000","MO0970000","","N","N",,"I","STE. GENEVIEVE","STE. GENEVIEVE","Ste. Genevieve","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","County",13171,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",41,12,53,2,10,12,0,0,01-OCT-05,01-AUG-09,01-JAN-10,,01-JAN-13,01-JAN-13,"N","STE GENEVIEVE","Non-MSA","Y","Y","Y"
101612017,10161,2017,"MOKPD0000","MOKPD0000","","N","N",,"I","KANSAS CITY","KANSAS CITY","Kansas City","","A",28,"Missouri","MO","MO","4","West North Central","2","Midwest","Region II","City",484948,23376,"MOUCR0001","Missouri State Highway Patrol UCR Program Office CRID/CJIS Section","N",5,"1C","Cities from 250,000 thru 499,999","1","All cities 250,000 or over","Y",1,"R","Y",1105,173,1278,194,347,541,0,0,01-OCT-05,01-JAN-10,01-JAN-10,,01-JAN-13,01-JAN-13,"N","CASS; PLATTE; CLAY; JACKSON","Kansas City, MO-KS","Y","Y","Y"
