id,Seniority,Home,Age,Marital,Records,Job,Expenses,Income,Assets,Debt
81,10,parents,52,married,no_rec,fixed,55,150,0,0
82,1,owner,29,married,no_rec,fixed,61,70,4500,0
84,10,owner,38,married,no_rec,freelance,69,200,9000,0
85,5,owner,24,single,no_rec,fixed,28,78,6000,3000
86,10,rent,28,single,no_rec,fixed,49,120,0,0
87,27,owner,53,married,no_rec,fixed,54,125,10000,0
88,0,rent,25,single,no_rec,partime,41,50,0,0
89,25,rent,62,married,no_rec,fixed,64,146,0,0
91,9,parents,32,single,yes_rec,fixed,40,105,0,0
92,4,rent,21,married,no_rec,freelance,95,413,6000,0
94,9,rent,56,married,no_rec,freelance,132,350,0,0
95,3,owner,41,married,no_rec,freelance,81,200,3000,0
96,22,other,46,married,no_rec,fixed,37,138,0,0
97,3,owner,54,widow,no_rec,others,37,80,4000,0
98,30,owner,51,married,no_rec,freelance,135,208,15000,0
99,8,rent,52,married,no_rec,fixed,93,137,4000,0
100,38,owner,57,married,no_rec,freelance,50,58,12000,0
101,2,rent,33,married,no_rec,fixed,82,130,0,0
102,4,owner,33,married,no_rec,fixed,83,123,6000,1000
103,0,rent,29,married,no_rec,partime,80,180,0,0
104,2,other,23,single,no_rec,fixed,34,140,0,0
105,8,owner,33,married,no_rec,fixed,74,315,4500,0
107,6,parents,28,married,no_rec,freelance,112,325,7000,0
108,5,owner,27,married,no_rec,fixed,47,135,5000,1400
109,13,parents,33,single,no_rec,fixed,33,109,0,0
110,11,rent,32,married,no_rec,fixed,89,185,0,0
113,0,owner,39,single,no_rec,freelance,34,77,4000,0
114,13,owner,29,married,no_rec,fixed,52,253,3000,0
115,2,owner,32,married,no_rec,fixed,78,101,1500,400
116,3,owner,40,married,yes_rec,freelance,36,200,10000,0
117,12,owner,47,married,no_rec,fixed,66,124,3500,0
118,20,owner,66,married,no_rec,fixed,50,143,10000,0
119,3,priv,39,separated,no_rec,freelance,35,250,4000,1500
120,27,owner,50,married,no_rec,fixed,62,135,5500,1000
121,4,rent,25,married,no_rec,fixed,49,115,0,0
122,1,owner,27,married,no_rec,partime,68,160,4000,3000
123,18,rent,54,married,no_rec,fixed,68,214,0,0
124,12,rent,42,married,no_rec,fixed,109,390,0,0
125,12,owner,35,separated,no_rec,freelance,48,500,200000,0
126,0,parents,23,single,no_rec,partime,36,95,0,0
127,12,owner,52,married,no_rec,fixed,73,200,12000,0
128,0,parents,22,single,no_rec,partime,37,85,0,0
129,10,other,48,married,no_rec,fixed,86,214,0,0
130,2,owner,25,married,no_rec,fixed,66,140,3000,0
131,10,other,26,married,no_rec,fixed,38,60,0,0
132,8,owner,28,married,no_rec,fixed,90,180,4000,0
133,20,owner,62,married,no_rec,freelance,70,300,24000,9000
134,0,rent,33,married,no_rec,freelance,66,200,0,0
135,16,parents,41,married,no_rec,fixed,69,242,0,0
136,4,owner,29,married,no_rec,partime,58,155,5000,2500
137,1,rent,37,single,no_rec,fixed,51,100,0,0
138,0,owner,31,married,no_rec,fixed,62,105,3500,0
139,15,owner,50,married,no_rec,freelance,45,166,2000,0
140,13,rent,42,separated,yes_rec,fixed,46,120,0,0
141,19,owner,33,married,no_rec,fixed,51,115,6700,2000
142,15,owner,54,married,no_rec,freelance,76,350,150000,0
143,40,owner,58,married,no_rec,freelance,82,214,50000,0
144,9,rent,40,married,no_rec,fixed,108,442,6000,1947
145,12,parents,31,separated,yes_rec,fixed,32,101,0,0
146,0,owner,35,married,yes_rec,fixed,116,122,5200,2000
147,14,owner,64,married,no_rec,freelance,60,250,10000,0
150,15,owner,35,married,no_rec,freelance,59,300,4000,0
151,1,parents,28,single,no_rec,fixed,35,83,0,0
152,27,owner,59,married,no_rec,freelance,44,200,11000,0
154,0,parents,23,single,no_rec,partime,37,205,0,0
155,3,owner,30,married,no_rec,freelance,78,133,12000,900
157,3,owner,25,single,no_rec,freelance,34,69,4000,0
158,5,other,22,single,no_rec,fixed,49,195,0,0
160,4,owner,47,married,no_rec,freelance,89,210,15000,0
162,3,owner,36,single,yes_rec,freelance,30,394,16000,0
165,6,owner,58,married,yes_rec,freelance,48,400,86000,0
166,23,owner,37,married,no_rec,fixed,42,165,5000,0
167,5,owner,32,married,no_rec,freelance,80,125,6000,0
168,8,rent,26,single,no_rec,fixed,43,74,0,0
169,5,owner,40,married,no_rec,fixed,72,86,4900,0
170,20,owner,55,married,no_rec,fixed,49,185,5000,0
171,11,rent,30,married,no_rec,fixed,78,165,0,0
172,25,parents,43,married,no_rec,fixed,79,110,7000,0
173,2,rent,28,married,no_rec,fixed,61,138,0,0
174,20,owner,47,married,no_rec,freelance,84,300,5000,0
175,9,owner,29,single,no_rec,fixed,32,147,3500,0
176,0,rent,48,separated,yes_rec,freelance,35,348,25300,15500
178,20,owner,53,married,yes_rec,freelance,63,350,6500,0
179,6,owner,44,married,no_rec,fixed,40,110,15000,0
180,0,owner,49,married,no_rec,partime,37,75,2000,0
182,14,ignore,34,married,no_rec,fixed,73,85,8000,0
183,10,owner,42,married,no_rec,freelance,65,210,4000,120
185,11,owner,46,married,no_rec,fixed,67,149,3500,0
187,13,other,31,married,no_rec,fixed,64,105,0,0
188,4,rent,33,married,no_rec,fixed,81,183,0,0
189,9,rent,30,single,yes_rec,fixed,36,113,0,0
190,1,owner,27,married,no_rec,fixed,46,126,3000,3700
191,4,owner,48,married,no_rec,freelance,128,300,5000,0
193,2,owner,44,married,no_rec,fixed,89,160,7500,0
194,0,other,48,married,yes_rec,freelance,39,89,0,0
195,21,owner,57,married,no_rec,freelance,70,95,8000,0
197,9,rent,38,married,no_rec,fixed,104,120,0,0
198,2,rent,35,married,no_rec,fixed,120,359,0,0
199,24,owner,52,married,no_rec,fixed,50,80,4000,0
200,1,parents,28,single,no_rec,partime,33,67,0,0
201,15,owner,46,married,no_rec,fixed,105,148,12000,0
203,10,owner,52,married,no_rec,fixed,76,318,4500,700
204,19,owner,35,married,no_rec,fixed,82,185,4000,0
205,10,owner,45,married,yes_rec,freelance,71,39,9500,250
206,4,parents,29,married,no_rec,fixed,48,194,0,0
208,2,owner,33,married,yes_rec,fixed,79,147,2000,900
209,5,owner,41,married,no_rec,freelance,94,156,10000,0
211,23,owner,46,married,no_rec,fixed,62,130,4000,0
213,5,parents,22,single,no_rec,fixed,37,88,0,0
214,15,parents,31,married,no_rec,fixed,45,140,0,0
215,1,priv,44,married,no_rec,partime,40,115,2000,0
216,9,owner,48,married,yes_rec,fixed,59,83,2500,0
217,4,priv,31,married,no_rec,fixed,58,144,3000,0
218,20,owner,53,married,no_rec,freelance,42,200,100000,0
219,10,other,36,married,no_rec,fixed,69,172,3000,0
220,2,priv,46,married,no_rec,freelance,118,200,4000,500
223,4,owner,36,married,no_rec,fixed,64,133,4000,0
224,4,owner,64,single,no_rec,others,40,150,9000,0
225,1,owner,27,single,no_rec,fixed,35,208,9000,0
226,10,owner,26,married,no_rec,fixed,75,145,1434,0
228,12,owner,50,married,no_rec,fixed,54,190,9500,200
229,0,parents,21,single,no_rec,partime,32,86,0,0
230,20,parents,40,single,no_rec,fixed,34,90,0,0
231,6,rent,49,married,yes_rec,partime,113,100,30000,0
232,4,rent,40,married,yes_rec,fixed,65,214,0,0
233,1,rent,37,single,no_rec,fixed,50,100,0,0
234,2,rent,25,married,no_rec,fixed,48,117,0,0
236,1,rent,22,married,no_rec,fixed,51,168,0,0
237,10,owner,49,married,no_rec,freelance,39,150,9000,0
238,2,owner,34,married,no_rec,fixed,48,166,7000,0
240,10,rent,43,married,no_rec,freelance,78,149,0,0
241,20,owner,42,married,no_rec,freelance,99,250,4500,0
242,10,owner,28,married,yes_rec,partime,66,120,2500,1500
243,1,owner,30,married,no_rec,freelance,33,236,3500,1000
244,1,owner,25,separated,yes_rec,partime,43,277,6000,3500
245,0,parents,22,single,no_rec,partime,32,55,0,0
247,3,parents,26,single,no_rec,fixed,45,235,0,0
249,6,owner,35,married,no_rec,freelance,44,200,7000,0
250,21,priv,51,married,no_rec,fixed,45,140,3000,0
253,13,owner,34,married,no_rec,fixed,96,190,2500,300
254,10,owner,49,married,no_rec,freelance,54,150,23000,0
256,18,rent,57,married,no_rec,fixed,92,170,4000,0
257,15,owner,63,married,no_rec,fixed,54,315,3500,266
259,2,owner,27,married,no_rec,fixed,48,156,6000,0
261,12,owner,64,single,yes_rec,freelance,61,341,4500,0
262,25,owner,49,married,no_rec,freelance,119,240,12000,4200
263,8,owner,49,married,no_rec,freelance,62,142,6000,0
264,20,owner,45,married,no_rec,freelance,81,333,5000,0
265,3,parents,27,single,no_rec,fixed,32,125,5000,0
266,2,parents,30,married,no_rec,fixed,50,170,0,0
267,2,owner,33,married,no_rec,freelance,87,220,16000,500
269,3,owner,30,separated,no_rec,fixed,57,157,15000,0
271,3,owner,25,married,no_rec,partime,72,120,3500,200
273,4,priv,50,married,no_rec,freelance,59,150,7000,0
275,1,other,28,single,no_rec,partime,41,120,0,0
276,2,rent,35,married,yes_rec,freelance,75,70,0,0
279,3,parents,39,married,no_rec,fixed,40,77,0,0
280,8,priv,39,married,no_rec,fixed,61,128,2500,0
281,10,owner,55,widow,no_rec,fixed,40,189,9000,0
282,10,owner,32,married,no_rec,freelance,55,300,40000,3000
283,5,owner,54,married,no_rec,freelance,59,92,6000,1700
284,20,owner,58,married,no_rec,freelance,58,380,35000,0
285,5,owner,37,married,no_rec,freelance,77,500,14000,0
286,20,parents,36,married,no_rec,freelance,74,130,0,0
287,12,owner,28,married,no_rec,fixed,53,141,6000,400
288,13,owner,38,married,no_rec,fixed,78,220,6500,3600
289,11,owner,26,married,no_rec,fixed,65,146,5000,1300
290,17,owner,41,married,no_rec,freelance,72,250,13500,3700
291,6,owner,42,married,no_rec,fixed,63,132,6000,0
292,22,owner,46,married,no_rec,freelance,98,150,75000,0
294,8,owner,30,married,no_rec,partime,53,90,3000,500
295,19,owner,47,married,yes_rec,freelance,96,166,12500,1000
296,3,owner,66,married,no_rec,others,41,69,12000,0
297,35,owner,54,married,no_rec,fixed,54,182,4000,0
298,0,owner,65,married,no_rec,others,54,77,4000,2000
299,7,other,25,married,no_rec,fixed,43,50,0,0
301,1,parents,23,single,no_rec,fixed,32,62,0,0
302,5,owner,35,married,no_rec,fixed,80,60,3000,400
303,2,owner,47,married,no_rec,fixed,90,86,4500,0
304,13,rent,28,married,no_rec,fixed,63,143,0,0
306,3,other,25,single,no_rec,fixed,31,283,0,0
307,0,owner,39,married,no_rec,fixed,68,138,3000,0
308,1,priv,46,married,no_rec,others,82,90,2000,600
309,1,rent,36,married,yes_rec,fixed,103,99,0,0
310,10,owner,39,married,yes_rec,freelance,75,160,15000,0
311,1,owner,25,married,no_rec,partime,60,330,9000,3500
312,6,owner,49,married,no_rec,freelance,64,100,22000,0
314,10,rent,34,separated,no_rec,fixed,43,100,0,0
315,0,owner,24,single,no_rec,partime,49,97,8000,0
316,1,rent,38,married,no_rec,freelance,41,65,0,0
317,6,owner,24,married,no_rec,fixed,56,227,3000,0
318,5,owner,33,married,yes_rec,fixed,40,140,22000,2500
319,1,rent,31,married,no_rec,fixed,86,115,0,0
320,37,owner,63,married,no_rec,fixed,60,150,3500,0
321,1,parents,23,single,no_rec,fixed,32,90,0,0
323,5,parents,28,single,no_rec,fixed,40,176,0,0
324,11,rent,58,married,no_rec,fixed,60,110,3000,0
325,23,owner,41,married,no_rec,fixed,66,140,3000,0
326,23,owner,38,married,no_rec,fixed,41,500,3500,0
327,5,owner,27,married,no_rec,fixed,62,66,3000,0
328,10,owner,55,married,no_rec,freelance,59,273,10000,0
329,5,owner,40,married,no_rec,freelance,71,145,6000,0
333,0,parents,25,single,no_rec,freelance,35,130,0,0
334,8,other,28,married,no_rec,fixed,38,200,0,0
336,3,priv,38,married,no_rec,freelance,88,187,2500,750
338,3,owner,37,widow,no_rec,fixed,55,160,6000,3000
339,25,owner,42,married,no_rec,fixed,57,133,9500,0
340,8,rent,54,married,no_rec,freelance,161,230,5000,0
341,2,owner,30,married,no_rec,fixed,61,154,3000,0
342,2,owner,26,married,no_rec,fixed,73,50,3500,250
343,17,owner,49,married,no_rec,freelance,62,189,7000,0
345,4,parents,40,married,no_rec,freelance,77,20,0,0
348,2,owner,49,married,no_rec,fixed,43,125,4000,0
349,30,rent,52,married,no_rec,freelance,62,100,14500,0
350,11,owner,35,married,no_rec,fixed,54,115,4000,75
351,5,ignore,25,married,no_rec,fixed,84,160,1000,0
352,14,owner,30,married,no_rec,fixed,70,70,4000,2800
353,8,owner,28,married,no_rec,fixed,35,220,4000,0
358,0,owner,52,married,no_rec,partime,55,232,10000,0
359,3,owner,26,married,no_rec,partime,41,120,6100,1500
360,3,owner,33,married,yes_rec,freelance,76,225,2000,0
361,1,parents,21,single,no_rec,freelance,33,100,0,0
362,0,owner,34,married,no_rec,partime,71,80,4500,300
363,6,owner,27,single,no_rec,fixed,30,208,6000,3300
364,21,owner,44,married,no_rec,fixed,106,105,1150,720
365,17,owner,51,married,no_rec,fixed,58,98,4000,0
366,7,rent,33,married,no_rec,fixed,115,532,0,0
367,10,owner,35,married,no_rec,fixed,57,140,4000,0
368,2,owner,38,married,no_rec,fixed,63,90,7000,2000
369,0,rent,28,married,no_rec,fixed,68,155,0,0
370,2,owner,26,married,no_rec,fixed,49,120,3500,0
373,7,owner,32,married,no_rec,partime,69,156,3500,0
374,18,owner,43,single,no_rec,fixed,34,90,2500,0
376,6,owner,42,married,no_rec,freelance,89,45,4000,34
377,0,rent,26,married,no_rec,partime,80,118,1000,0
379,8,rent,24,single,no_rec,fixed,60,135,0,0
380,4,rent,27,married,no_rec,fixed,65,125,0,0
382,1,parents,18,single,no_rec,partime,34,81,0,0
384,10,rent,33,married,no_rec,freelance,66,300,2700,0
385,8,priv,39,married,no_rec,fixed,54,135,4000,1500
387,3,parents,29,single,no_rec,fixed,29,145,0,0
388,1,parents,23,single,no_rec,fixed,31,165,0,0
389,19,owner,34,married,no_rec,freelance,85,428,32000,0
390,2,rent,57,married,no_rec,others,55,233,0,0
391,11,owner,38,married,yes_rec,fixed,88,245,4000,0
392,1,owner,52,married,yes_rec,freelance,62,232,100000,20000
393,1,owner,42,married,yes_rec,freelance,77,200,9000,4500
394,15,owner,44,married,no_rec,freelance,67,42,10000,0
395,10,owner,37,divorced,no_rec,fixed,37,87,3500,450
396,1,priv,34,married,yes_rec,freelance,50,200,3000,1500
397,25,owner,43,married,no_rec,freelance,69,250,100000,0
398,4,rent,42,divorced,yes_rec,fixed,66,350,0,0
399,0,other,24,married,no_rec,fixed,71,105,0,0
400,1,owner,36,single,no_rec,freelance,70,100,4500,1500
401,2,parents,52,married,yes_rec,freelance,64,160,5000,0
402,16,parents,34,single,no_rec,freelance,34,132,12000,0
403,0,rent,34,separated,no_rec,fixed,49,140,0,0
404,16,parents,31,married,no_rec,fixed,44,160,0,0
405,8,owner,36,married,no_rec,freelance,78,148,2600,0
406,20,parents,50,married,no_rec,freelance,38,113,20000,0
408,20,owner,54,married,no_rec,fixed,57,107,1500,0
409,5,rent,40,married,yes_rec,fixed,83,206,0,0
410,1,owner,29,married,no_rec,fixed,42,275,6000,1810
411,3,owner,31,married,no_rec,fixed,43,176,4500,2500
412,2,rent,32,married,no_rec,fixed,69,175,0,0
413,3,owner,51,married,no_rec,fixed,39,223,20000,0
414,7,rent,31,married,no_rec,fixed,71,70,0,0
415,9,rent,46,married,no_rec,fixed,87,87,0,0
416,1,owner,35,married,no_rec,freelance,90,42,5000,100
417,14,parents,33,single,no_rec,fixed,40,60,0,0
418,6,other,25,single,no_rec,fixed,37,300,0,0
419,0,other,31,married,no_rec,fixed,74,144,0,0
420,15,rent,43,married,no_rec,freelance,60,217,15000,2000
421,2,parents,30,married,no_rec,fixed,61,180,0,0
422,1,rent,40,married,no_rec,others,93,69,0,0
423,12,rent,37,married,yes_rec,fixed,81,110,0,0
427,9,rent,32,married,yes_rec,freelance,80,109,0,0
428,13,owner,43,married,no_rec,fixed,47,95,3000,0
429,29,rent,57,married,no_rec,fixed,75,203,0,0
430,33,owner,59,married,yes_rec,fixed,40,114,10000,0
431,3,rent,60,widow,no_rec,freelance,44,186,0,0
432,0,rent,25,single,no_rec,fixed,52,155,0,0
433,5,parents,28,married,no_rec,fixed,54,195,1800,0
434,3,owner,40,married,no_rec,freelance,65,246,2500,0
435,21,rent,36,married,no_rec,fixed,103,113,0,0
437,1,other,33,married,yes_rec,freelance,67,103,0,0
438,25,owner,44,married,no_rec,fixed,46,125,2500,0
439,5,rent,34,married,no_rec,freelance,96,199,0,0
440,1,owner,28,married,no_rec,fixed,43,133,5000,9000
441,1,owner,39,married,no_rec,fixed,58,210,2000,0
445,0,parents,20,married,no_rec,freelance,43,100,0,0
446,2,rent,36,married,no_rec,fixed,86,95,0,0
448,2,parents,20,single,no_rec,fixed,27,43,0,0
449,7,priv,32,married,no_rec,fixed,73,120,3000,3000
450,3,parents,19,single,no_rec,freelance,45,198,2500,0
451,2,rent,21,single,no_rec,fixed,38,100,0,0
452,3,rent,23,single,no_rec,fixed,59,150,0,0
453,10,owner,47,married,no_rec,fixed,70,133,3000,0
454,10,owner,37,widow,no_rec,others,50,110,3000,0
455,10,owner,51,married,no_rec,fixed,73,202,2000,0
456,1,priv,31,married,no_rec,fixed,53,140,2000,500
458,2,owner,27,married,no_rec,fixed,44,275,8000,4500
459,3,priv,34,married,yes_rec,fixed,78,200,2500,0
460,6,owner,28,single,no_rec,freelance,38,180,7000,800
461,0,owner,29,separated,no_rec,fixed,33,55,4000,0
462,1,owner,51,married,no_rec,others,42,105,3000,0
464,10,owner,42,married,yes_rec,fixed,73,100,6000,1500
466,8,owner,40,married,no_rec,fixed,54,90,4500,0
467,4,owner,32,married,no_rec,freelance,61,144,6000,0
469,17,owner,31,married,no_rec,fixed,85,128,7000,4800
471,6,owner,45,married,no_rec,fixed,89,125,3000,0
472,0,other,26,married,no_rec,partime,45,68,0,0
474,6,owner,31,married,no_rec,fixed,66,251,3000,400
475,2,rent,23,single,no_rec,fixed,56,225,0,0
476,2,parents,34,single,no_rec,fixed,34,140,0,0
477,15,owner,34,separated,no_rec,freelance,41,34,5000,0
479,0,owner,55,married,yes_rec,freelance,41,124,16000,0
481,2,parents,24,single,yes_rec,freelance,33,161,0,0
482,15,owner,37,married,no_rec,others,90,90,5000,1800
483,0,rent,43,married,no_rec,freelance,61,92,0,0
484,2,parents,26,married,no_rec,fixed,54,110,10000,0
485,20,owner,59,married,no_rec,freelance,58,87,3500,0
486,30,rent,54,married,no_rec,fixed,60,93,0,0
487,12,owner,27,married,yes_rec,fixed,54,110,5000,1300
488,2,rent,28,single,no_rec,fixed,41,81,0,0
489,3,owner,53,married,no_rec,fixed,42,98,3500,0
490,7,owner,48,married,no_rec,freelance,75,155,4500,0
491,4,owner,30,married,no_rec,fixed,60,167,3500,1000
492,14,priv,28,married,no_rec,fixed,62,190,18000,0
493,10,owner,34,married,no_rec,fixed,89,110,2500,300
495,12,rent,55,married,yes_rec,fixed,65,170,0,0
496,20,owner,40,single,yes_rec,freelance,38,214,8500,400
497,5,parents,28,single,no_rec,fixed,39,70,0,0
498,2,owner,31,single,no_rec,fixed,34,55,7500,0
499,30,parents,56,married,no_rec,fixed,48,80,10000,0
500,3,owner,38,married,yes_rec,partime,88,81,4000,0
501,0,other,25,single,no_rec,fixed,30,139,0,0
502,0,rent,35,married,no_rec,fixed,55,206,0,0
503,5,other,41,separated,no_rec,freelance,33,74,0,0
504,3,parents,31,single,no_rec,fixed,38,120,0,0
505,30,other,52,married,no_rec,freelance,86,300,12000,0
506,13,priv,33,married,no_rec,fixed,69,224,7000,0
507,0,rent,30,married,no_rec,fixed,69,80,0,0
508,3,owner,37,married,no_rec,partime,72,166,3000,0
509,0,owner,54,married,no_rec,partime,65,110,11500,0
510,7,parents,32,married,yes_rec,fixed,47,161,0,0
511,4,owner,23,married,no_rec,fixed,42,80,4000,0
512,10,owner,39,married,no_rec,fixed,86,150,3000,0
513,1,rent,28,single,no_rec,freelance,50,170,0,0
515,30,rent,50,married,no_rec,freelance,57,225,10000,0
516,3,rent,41,married,yes_rec,fixed,81,166,0,0
518,10,owner,25,married,no_rec,fixed,46,110,3000,0
521,13,parents,43,single,no_rec,fixed,28,204,0,0
522,4,parents,28,married,no_rec,partime,45,135,0,0
523,1,parents,22,single,no_rec,freelance,42,158,0,0
524,8,owner,42,married,yes_rec,freelance,72,290,10000,0
526,6,owner,29,married,no_rec,fixed,56,115,6000,2000
527,1,owner,27,married,no_rec,partime,38,149,2000,0
528,16,owner,32,married,yes_rec,fixed,63,143,4000,0
529,10,parents,27,married,yes_rec,fixed,51,150,0,0
531,40,rent,59,married,no_rec,fixed,67,142,0,0
532,13,owner,52,married,no_rec,fixed,73,80,4000,0
533,7,rent,25,married,no_rec,fixed,67,93,0,0
534,3,parents,24,separated,no_rec,fixed,50,113,0,0
536,7,owner,39,married,no_rec,freelance,73,205,4000,0
539,5,rent,30,married,no_rec,freelance,110,260,0,0
540,7,owner,24,married,no_rec,fixed,40,106,2500,0
542,16,owner,39,married,no_rec,fixed,50,148,3500,0
543,2,owner,42,married,no_rec,fixed,64,220,3500,0
545,3,owner,38,married,no_rec,fixed,81,106,8500,0
546,16,owner,42,married,no_rec,fixed,75,81,3500,0
547,1,parents,23,single,no_rec,fixed,36,100,0,0
549,12,owner,36,married,no_rec,fixed,58,243,6000,0
550,1,rent,27,single,no_rec,fixed,44,88,0,0
551,40,owner,60,married,no_rec,freelance,78,186,8000,0
552,30,owner,45,married,no_rec,fixed,76,105,10000,2400
553,5,owner,65,married,no_rec,freelance,93,80,30000,2000
554,10,priv,40,married,no_rec,fixed,58,154,1500,0
555,13,rent,40,separated,no_rec,freelance,69,35,2500,0
556,3,rent,33,married,no_rec,fixed,71,63,2000,0
557,0,other,28,married,yes_rec,others,54,297,8000,0
559,25,owner,51,separated,no_rec,freelance,34,200,5000,0
560,11,priv,31,married,no_rec,fixed,44,140,4000,0
561,7,owner,36,married,no_rec,fixed,78,125,20000,0
562,4,parents,23,single,no_rec,fixed,39,78,3000,0
563,5,other,33,single,no_rec,fixed,39,57,0,0
564,31,rent,51,married,yes_rec,fixed,113,300,0,0
565,0,other,31,married,no_rec,freelance,49,66,0,0
566,10,owner,32,married,no_rec,freelance,75,202,2100,0
567,16,owner,50,married,no_rec,fixed,107,175,21500,1950
569,0,parents,34,single,no_rec,others,53,158,2000,0
573,0,owner,27,married,no_rec,partime,54,113,3000,1500
574,2,owner,26,married,yes_rec,freelance,44,167,4000,0
575,4,rent,24,married,yes_rec,fixed,75,148,0,0
576,0,priv,47,married,no_rec,partime,86,156,2000,200
577,13,owner,40,married,no_rec,fixed,59,123,4000,0
578,1,owner,42,married,no_rec,partime,121,143,5500,2000
579,17,rent,52,married,no_rec,fixed,93,180,0,0
581,5,rent,45,married,no_rec,others,93,150,10000,0
582,17,owner,47,married,no_rec,fixed,56,92,4500,0
583,8,owner,25,married,no_rec,fixed,39,139,4000,1300
584,0,owner,50,married,no_rec,fixed,76,250,15500,0
586,8,owner,48,married,yes_rec,fixed,38,121,3000,0
589,22,owner,46,married,no_rec,fixed,78,214,8000,0
590,12,owner,50,married,no_rec,fixed,47,99,5000,0
592,13,priv,30,married,yes_rec,fixed,68,85,3500,0
593,3,owner,39,married,yes_rec,fixed,87,138,7000,0
594,1,owner,27,married,no_rec,fixed,56,93,4000,0
595,29,owner,52,married,no_rec,fixed,70,100,3000,0
596,1,rent,42,married,no_rec,freelance,70,160,0,0
598,23,parents,43,single,no_rec,fixed,40,90,3500,0
599,20,owner,36,married,no_rec,fixed,101,464,5000,0
600,5,priv,23,married,no_rec,fixed,36,167,7000,2160
601,3,rent,40,married,no_rec,fixed,78,86,0,0
602,1,priv,50,married,no_rec,freelance,47,125,5000,3000
603,15,owner,52,married,no_rec,fixed,112,274,8000,0
604,10,owner,38,married,no_rec,fixed,68,135,5500,1440
607,9,rent,34,married,no_rec,fixed,117,128,0,0
608,25,owner,49,married,no_rec,freelance,92,90,4000,0
610,10,rent,33,married,no_rec,fixed,57,107,0,0
611,10,owner,34,married,no_rec,freelance,74,300,11000,0
