id,from_id,owner_id,date,post_type,text,comments.count,likes.count,reposts.count
28443,-94119361,-94119361,1467368213,post,"#Розыгрыш #Вестник_администрации #Vkfest #lavashfest

Дамы и господа!
В самый разгар лета, в преддверии грандиозных праздников - долгожданного фестиваля шавермы [club123772587|""Лаваш""] и грандиозного [club86529522|VK Fest], в которых команда [club94119361|""Обзоров шавермы""] будет учавствовать, мы решили порадовать вас новым приятным розыгрышем. 

Итак, на кону следующие призы:
1 место: футболка на выбор + билет на ВК фест (17 июля)
2 место: 2 значка + билет на ВК фест (17 июля)
3 место: 2 значка + шаверма с напитком на ваш выбор

Условия, как всегда, предельно просты:
1) Быть подписчиком [club94119361|нашего сообщества]
2) Сделать репост данной записи
3) Ждать и верить в победу. Розыгрыш будет проведён 15 июля 

Ждем всех вас на нашем [club123772587|фестивале], а также на мастер-классе в секции ""Еда"" на [club86529522|VK Fest].

Ссылка на меню: https://vk.com/topdonerspb?w=page-94119361_49753937",29,516,73
28409,-94119361,-94119361,1467282428,post,Ждите сегодня новый розыгрыш. ;),2,21,0
28378,-94119361,-94119361,1467232025,post,"#шаверма_Обводный_канал

АДРЕС: Лиговский проспект, 161
ОЦЕНКА: 9 из 10

Живу в общежитии около ст.м. Обводный канал. Рядом есть отличное ""БИСТРО"", где готовят отменную ШАВУХУ! Стоит эта королевна 150 рублей, и есть за что. 
Шаверма довольно увесиста, 65/35(мясо/овощи). 
Мясо хорошо прожарено, иногда бывает с хустящей корочкой, что идёт ей только в ""+""! Овощи мелко рублены: помидоры, огурцы, квашеная капуста. Соус не сметанный, что также радует. Вообще блюдо в меру солёное и приправленное, с хрустящим лавашом. 
Находится заведение в 150 метрах от станции метро.
Всем советую, но есть одно НО: стоит пренебречь покупкой в раннее утро, то ли овощи не очень кладут, то ли мясо не первой свежести.
А так, отличное заведение, в котором можно приятно провести время ожидания( в моём случае около 5 минут) на мягких диванах в уютной обстановке, ожидая вожделенное блюдо.",50,138,3
28341,-94119361,-94119361,1467203486,post,"#шаверма_Авиагородок

Ларек по адресу: Авиагородок, улица Пилотов, 25, к.1 , рядом с супермаркетом ""Семья"".

ОЦЕНКА: 8,5 из 10

Хочу рассказать о том, как мы случайно попали в авиагородок, и также совершенно случайно попробовали очень годную шаверму, рядом с магазином Семья.

Пища богов досталась нам за 140 рублей, в лаваше, что для авиагородка наверное недешево, но она стоит своих денег.

Теперь по делу: размер шавермы больше среднего, лаваш плотный и хрустит, овощи свежие, хорошее мясо без хрящей и просто в идеальном маринаде, поэтому она достаточно острая, соотношение мяса и овощей 60/40,  не разваливается, но соус слишком жидкий, за что балл снимаю.

На кухне орудуют 2 молодых жокея, один рассчитывает, второй готовит, без перчаток, но все ингредиенты берутся щипцами (-0,5 балла)

Подводя итог, шаверме можно смело поставить 8,5 из 10. 

P.S. Извиняюсь, что нет фото еще целой шавермы, не удержались :)",26,21,1
28281,-94119361,-94119361,1467139593,post,"#шаверма_Озерки
#шаверма_Художников

ОЦЕНКА: 8 из 10
АДРЕС: Проспект Луначарского, д. 64, к.3

Наконец-то храм открылся в наших дебенях. На углу Художников и Луначарского заработало кафе - ""Лучшая шаверма"". В округе  единственное с такой кухней. Помимо Царицы предлагается шашлык на выбор, хлеб из тандыра, гарниры. Кофе из кофеварки 40р, чай на выбор Гринфилд 20.Кухня за стеклом - видно как готовится. Мастер работает в перчатках, деньги принимает официантка. В кафе просторно, очень чисто, столики с салфетками, соль., перцем и зубочистками. Есть мягкие диванчики и где помыть руки.
Ценник умилительный - в лаваше 110 р. Посуда керамическая.
Взяла в лаваше. Крупная, доела с трудом. Лаваш хрустящий, соуса много, не смотря на это ничего не протекло. 
Овощи/мясо 40/60. Набор овощей стандартный, огурцы/помидоры/корейская морковь, лук по желанию. Соус умеренно острый, чеснока немного. Мясо нежное, хорошо прожарено. Начинка распределена равномерно.
ставлю 8\10.
На фото  начальная стадия поедания и в середине.",68,155,7
28229,-94119361,-94119361,1467104189,post,"#шаверма_просвещения

ОЦЕНКА: 0 из 10
Адрес: пр. Просвещения (напротив  ТК НОРД)

Рассекая на велах по району с друганом, решили подкрепится шавой. Место новое и неопробованое, но рискнули. Как оказалось очень и очень зря. Первое впечатление было неплохое-чистые столики, отсутствие запахов, наличествующая официантка. Получив свой заказ, мы ожидали вкусить пищу богов, однако то, что нам принесли куда больше походило на творение демонов восточной кухни. Сама шава холодная. Лаваш поджаристый, но не крошился. Мясо сухое, зелень не первой свежести, соус на 3 из 5. Очень дело подпортили специи, коих насыпали крайне щедро. Доесть сие блюдо один из нас уже не смог по причине тошнотворности привкуса, который начался уже с половины шавухи. 
Общая первичная оценка 1 из 5, учитывая стоимость выше средней, а именно 150₽. 
Придя домой события резко сменили свой ход и во время написание этой рецензии мой желудок и пищевод сдерживают все это месиво из последних сил. 
НЕ РЕКОМЕНДУЮ ДАННОЕ ЗАВЕДЕНИЕ К ПОСЕЩЕНИЮ",34,23,1
28205,-94119361,-94119361,1467058547,post,"#lavashfest
#вестник_администрации",19,24,0
28141,-94119361,-94119361,1467019855,post,"#шаверма_Приморская

ОЦЕНКА: 8 из 10.
АДРЕС: Улица Шевченко, дом 29.

Здравствуйте, уважаемые подписчики паблика ""Обзоры шавермы в Питере и области"". Я рад представить вам свой обзор на шаверму в кафе ""Arig"".

Давайте без предисловий и по делу:

А) Само заведение.
В кафе очень приятный запах свежей выпечки, который я обожаю с самого детства. 
Ремонт а-ля ""усовершенствованная шаверменная"" (мастер-кебаб стайл). Находиться в помещении приятно и комфортно, есть два зала. В обоих множество фанатской (футбольной и хоккейной) атрибутики. Владелец заведения явно понимает, что в Петербурге много фанатов ""Зенита"" и ""Ска"", за что ему, несомненно, плюс к смекалке!)

Персонал - азиаты, не показались мне приветливыми и позитивными, но старались быть вежливыми и адекватными)!
Кассир и повар - разные люди.

В наличие различные виды пива и сидра, пирожки из слоеного теста, безалкогольные (холодные и горячие) напитки. 

Кроме шавермы, я и мои друзья попробовали слоеные пирожки с сосиской. И стоит сказать, что они были просто восхитительными. Вкусная и свежая сосиска ""Пит-продукт"" добавила моего личного уважения к заведению.

Кафе получает 9 из 10.

Б) Главное блюдо.
Давайте сразу составим таблицу ""плюсов"" и ""минусов""

+
1)Довольно таки большая (400-450 гр) (брал двойную, считаю такой размер адекватным)
2)Отличная цена (159 р за двойную, 119 р за обычную)
3)Свежие и вкусные овощи
4)красивая классическая форма а-ля ""Вкусная шаверма""
5)наличие свежей зелени
6)вкусный и хрустящий лаваш
-
1)Развалилась и потекла в пакет
2)Соус, конечно, ТСС, но очень сильно отдает дешевым майонезом
3)Довольно неприятное послевкусие и ощущение болезненной тяжести. 
4)огромное количество корейской морковки делало шаверму уж слишком сладкой

По итогам, мною было принято решение поставить шаверме 7 из 10.

На мой взгляд, путем сложения двух оценок и выведения среднего арифметического, имеет смысл поставить данному кафетерию 8 из 10 баллов.

Обязательно зайду туда еще раз на следующей неделе, чтобы поесть и посидеть в приятной атмосфере районного бистро!)",59,40,2
28111,-94119361,-94119361,1466955364,post,"#шаверма_ладожская

Оценка: 5,5/10
Адрес: перекресток Индустриального и пр. Энтузиастов (около ТК Июнь)

После тяжелой трудовой недели, нам с девушкой захотелось отведать вкусной шавермы, которая бы вернула яркие краски серой жизни. И я вспомнил, что на днях коллега прорекламировал сказочную Шахерезаду, и мы не долго думая, не взирая на расстояния, отправились в путь. Спустя 40 минут, мы наконец-то прибыли на место. Небольшой, павильон с ""прекрасной"" музыкой 90-х, на первый взгляд уютный, но... Когда мы подошли к кассе и уже собирались сделать заказ, то восточная принцесса-кассир махнула на нас рукой, ведь она была занята более важным делом – подсчетом денег в кассе. Наверно стоило уйти, но мы были твердо намерены испробовать пищу богов. Спустя 3-5 минут, когда за нами уже скопилась толпа паломников, нам разрешили сделать заказ.

Глаза разбегались от количества видов шавермы (и фалафеля). Я решил попробовать классическую в лаваше в составе комбо (205 рублей за шаверму + маленький стакан Пепси + маленькую упаковку картошки-фри). Моя спутница поинтересовалась у шавермэйстера, какая из множества видов шавермы самая вкусная. На что получила немного раздражительный хоровой ответ всего персонала ""у нас она вся вкусная!"". И она тоже выбрала классическую в лаваше (160 рублей). Процесс приготовления мы видели воочию, шавермье работал в колпаке, форме и перчатках, ингредиенты выглядели свежими, и мяса с овощами он не пожалел и через несколько минут мы получили свой заказ. 

Картошка была картонной, кола – разбадяженная, но речь не о них. Шаверма выглядит очень аппетитно, внутри нет ничего лишнего, только овощи, мясо (хотя и попался один уголек и несколько кусочков жира), прекрасный соус и... очень много жира. Лаваш имел бумажно-мучной привкус и порвался в самом интересном месте. Шаверма очень сытная, хоть и кажется небольшой, моя девушка не смогла доесть, хотя обычно она съедает целый Биг Тейсти.) Я обрадовался этому и закончив свою богиню, принялся за объедки, но доесть в этом заведении мне было не суждено... Что-то под столом попало в поле моего зрения, я пригляделся и увидел много движущихся маленьких точек, очень надеюсь, что это были муравьи, но испытывать судьбу я не стал, и мы быстро ретировались из сего заведения.

На ходу я доедал шаверму, овощи размокли от жира, а я от жира и дождя. В общем-то, шаверма была неплохой, но окружающий ее ореол оставил неизгладимый след на всем вечере, немного расстроенные, мы ушли и не обещали вернуться.",29,18,2
28073,-94119361,-94119361,1466852706,post,"Поздравляем победителей! Мы с вами свяжемся. 
Остальные — не печальтесь и все равно заходите, будет мега-круто!!!",4,29,1
28052,-94119361,-94119361,1466839831,post,"#шаверма_нарвская

АДРЕС: ул.Балтийская, 36
ОЦЕНКА: 8,5 из 10

Не так давно, на улице Балтийская, рядом с Петровским колледжом, открылось заведение Ваш Шаваш.
Помимо относительно хипстерского меню с тыквенными и грибными крем-супами, в заведении подается ОНА.

Но, помимо классического варианта в лаваше(которого, к слову, не было оба раза, что я заходил туда), их фишкой является утрамбовка содержимого в свежеиспеченные лепешки из тандыра.

Кроме мяса\помидоров\огурцов, туда идет корейская морковь и я, с удивлением, начинаю понимать, что этот топпинг в шавухе мне, в последнее время начал нравится.

По поводу заведения, потерял фото интерьера, но у них есть страничка ВК и, даже, инстаграм.

Шаверма в лепешке это реально вкусно и необычно.
идет она у них по трем грдациям размера S,M и L от 120 до 170(вроде) рублей.
Минус у такого способа подачи я нашел один. Ее оч трудно есть не запивая. Много теста.

Помещение новое и очень чистое. Много посадочных столиков.
И да: Принимает заказы и разливает напитки одна девушка, а еду готовит, непосредственно, шаверье(в перчатках)

Дать оценку по стандартным критериям я затрудняюсь, поскольку рецептура отличная от классической, но, думаю 8,5 из 10 эта еда заслужила.

UPD: В группе нашел фото их интерьера, прикладываю его рядом с живым фото шавермы размера М",36,31,1
28048,-94119361,-94119361,1466835527,post,"#шаверма_владимирская
#шаверма_звенигородская

Адрес: ул.Правды д.12
Оценка: 4,5 из 10

Первый мой визит туда был около месяца назад, и не пилил обзор тупо потому что ""обозревать"" там попросту нечего.
Ничем не впечатлили меня размеры и вкусовые качества.
А т.к. в течении месяца вышло как минимум 2 обзора на эту точку, один из которых был вроде как на 7-8 баллов, я как истинный шаверменный абориген решил отведать богиню в этой кафешке и дать им второй шанс.

Итак приступим.
1) Помещение и персонал
Светло, в меру громко играет музыка, есть бесплатный wifi, девушка за стойкой приветлива, всё чисто и убрано. Заказал двойную за 200 рублей и ждал свой заказ около 10-12 минут. Не очень быстро, но благодаря wifi время пролетело почти незаметно.
9/10
2) Сытность.
Внешний вид богини весьма заманчив. На первый взгляд она кажется большой, но покрутив её в руках можно понять что она довольно тонкая :(
После того как её скушал, чувствовал в себе силы заточить еще одну такую, а если учесть что отдал я за нее 200 рублей, то всё очень очень плохо. (НАПОМНЮ, ЧТО ЕЛ Я ДВОЙНУЮ, т.е. она должна быть ""потолще"" обычной грамм на 70)
3/10
3) Вкус
А вот с этим пунктом совсем никак. Первый укус был хоть и не ""лавашным"", но я чутка поморщился т.к. ощутил вкус то-ли горелого мяса, то-ли подгоревшей приправы как и во время первого визита(когда мясо сильно приправляешь, во время жарки слой специй обычно подгорает и на вкус он, прямо сказать, противен). Как можно до такого состояния довести мясо на вертикальном вертеле - мне не понятно. Для видимости ситуации выковырял 2 самых пригоревших куска на тарелку и сделал фото, остальные я съел :)
Овощи как и в прошлый раз жухлые и унылые. Откровенный минус - листья салата. Капуста, которую подают в обычных кафешках гораздо приятнее и лучше подходит к мясу птицы.
Соуса мало. Лаваш подогрет но не поджарен и не хрустел :(
3/10
4) Структура.
Лаваш средней плотности, но с двумя надрывами, которые я умело откусил чтобы всё не развалилось.
Мясо/овощи в 2/3 шавермы 50 на 50, в нижней 1/3 шавермы 30/70
Она конечно не развалилась, но потому что она тонкая и если на моём месте был бы не опытный шавермоед, овощи с мясом попадали бы на поднос. Занижаю оценку за надрывы и треть ""овощного ролла""
3/10

Спустя час этот подгорелый вкус до сих пор чувствуется во рту))

Итог: 4.5/10

Лучше не брюзжать слюной в комментах, а исправиться. То, что у вас там якобы есть постоянные покупатели объясняется тем, что людям тупо влом далеко (500-700 метров) идти в шавуху у выхода из звенигородской или в бистро около типографии им. Ивана Федорова (к слову одна из лучших в пешей доступности от Звенигородской ст.метро относительно цены/качества)
Я конечно не ресторатор и не хочу обидеть владельца и персонал, НО прожаривайте посильнее лаваш, сделайте более густой соус и поменяйте оптовиков, поставляющих вам овощи :)
И шавуха в лаваше по умолчанию должна быть двойной!!!
До встречи через пару месяцев и спасибо за внимание :)

p.s. Шаверма больше чем кажется на фото.",5,10,2
28026,-94119361,-94119361,1466784051,post,"#шаверма_Чкаловская

АДРЕС: Чкаловский проспект, 12
ОЦЕНКА: 7 из 10

мой обзор на шаверму! сразу скажу, что информация, хоть и основывается на субъективных впечатлениях, но, тем не менее, представляет из себя сумму определенного опыта и накопленной статистики. короче, я там много раз столовался.

что и где. пункт выдачи курмяса в лаваше находится по адресу чкаловский проспект 12, напротив спара. это бывший (и, отчасти, до сих пор действующий) советский бассейн, школа олимпийского резерва, - там просто не может быть совсем плохо.

об убранстве. на улице перед окошком выдачи расположены удобные столики, где можно насладиться куриной мертвечиной стоя, а внутри кафе, в тесном и душном помещении с мухами, можно и присесть. но комфорт не главное, что готово предложить вам это уважаемое заведение. главное - гастрономический угар и нажористые калории!

санитарно-эпидемиологическая экспертиза. виртуоз вертикального электрогриля не носит перчаток, ведь он должен чувствовать хрящи, жир и шкуру каждым нервом своих пальцев. зато он моет руки перед верчением. эти руки свои после помыва и прочие кухонные принадлежности он протирает тряпкой, которой, наверное, уборщица бассейна моет толчки. но разве это важно? важен вкус.

вкус. надо сказать, что это заведение сейчас является для меня предпочтительным из около 5 мест возле дома, где подают шаверму. качество продукта на самом деле чуть выше среднего, но оно стабильное. как в макдональдсе - всегда знаешь, что получишь. и вот, мы включаем режим ресторанного критика. шава не разваливается, не раскисает. мяса обычно больше, чем овощей. мясо нормальное, с легким привкусом карри, только, пожалуй, чересчур мягкое(перемаринованное?). овощи свежие, но часто бывает маловато помидоров. зато никакой капусты и прочих ненужных ингредиентов не кладут. соус довольно каноничный, густой, с чесночком. нравится. этого соуса всегда достаточно много, шаверма сочная и насыщенная. и в целом это достойная, довольно вкусная еда от которой впоследствии не хочется блевать. стоит с недавних пор 150, размер нормальный, а вот форма - ненормальная. форма квадратная!

итак, итог. на самом деле шаверма эта по ряду показателей не дотягивает до вершин халяльной аллахоугодной кулинарии. зато она уверенно располагается в верхней страте крепких середняков, особенно учитывая постоянство качества. моя оценка - 7/10.",12,23,1
27908,-94119361,-94119361,1466717271,post,"#lavashfest #вестник_администрации 

Друзья! 

Мы могли бы говорить сегодня о куче разных вещей, но одна грандиозная новость греет нашу душу сильнее всего. И мы спешим поделиться ей с вами. 

Мы, наконец, стали совсем большие и доросли до [club123772587|собственного музыкального фестиваля]! Да, чёрт возьми, мы сделаем это и не без гордости вам сообщаем сию новость! Фестиваль пройдёт 6 июля в клубе [club63477485|Ионотека] по адресу Лиговский проспект, дом 50 корпус 12. Вход совершенно бесплатный! Выступит ряд не широко известных, но крайне симпатичных групп, а приправлено всё будет фудкортом от нашей команды, и культовостью места. Также вы сможете услышать наши ответы на все животрепещущие вопросы бытия (те, что зададите сами) и крикнуть ""Продались! Скатились!"" прямо нам в лицо. Приглашаем всех участников сообщества посетить музыкальный фестиваль шавермы и привести туда своих друзей. Мы выросли в первую очередь благодаря вам! 

Также напоминаем, что команда Обзоров шавермы примет участие в фестивале ВКонтакте [club3616480|VK Fest], который состоится 16 и 17 июля в Парке 300-летия Петербурга. Внимательно следите за новостями, в скором времени мы объявим очередной невероятный розыгрыш по этому поводу. 

Ну и к слову о розыгрышах. С нашего предыдущего большого юбилейного розыгрыша ряд призов так и не нашли своих обладателей. Как мы и обещали, обладатели котов в мешке [id5980100|Валерия Михайлова], [id217529734|Андрей Трунов] и [id52560049|Полина Барделёва] в скором времени смогут получить обещанный мастер-класс от настоящего шавермейстера и экскурсию по легендарным заведениям Петербурга. Остальных победителей, не истребовавшие пока свои призы, также призываем не стесняться и сделать наконец этот решительный шаг.
________________________________
Инстаграм: https://www.instagram.com/topdonerspb/
Телеграм: telegram.me/topshava",63,41,3
27880,-94119361,-94119361,1466702541,post,"#шаверма_Приморская

ОЦЕНКА: 8 из 10.
Адрес: Железноводская ул., 68, корп. 1.

Хотел рассказать о единственной (имхо) годной шаверме на Приморской, которая называется ""Inter Pan"" , после нескольких месяцев походов в это место. Иногда мы с коллегами туда ходим пообедать, ибо нас там привлекает акция, по которой по цене шавермы вы получаете в дополнение суп и чай. Эта акция действует в обеденное время, но в какие часы не могу сказать. 

Я взял богиню в лаваше(160р), а более крупный коллега взял на тарелке (190р). Также мы получили по тарелке борща, в котором плавало мясо, и чай. 

ТТХ шавермы: размер средний, лаваш в меру прожарен и хрустит, овощи свежие, хорошее мясо без кожи и хрящей, соотношение мяса и овощей 60/40, не протекает и не разваливается.

На кухне работают 3 жокея, один собирает заказ и рассчитывает, второй крутит шаверму, а третий подносит снаряды. 

Кроме того, как-то нам дали опросные листы, чтобы мы написали что нам нравится, а что нет. Я честно написал, что до 27 палатки на Юноне им как сборной России по футболу до финала ЧЕ, но, тем не менее, есть можно. 

В итоге, самой шаверме, как блюду, можно смело ставить 7 из 10. Все таки цена и размер могли бы иметь другое соотношение, но с учётом супа и чая цена себя полностью оправдывает.",31,32,2
27851,-94119361,-94119361,1466675964,post,"#шаверма_НевскийПроспект
#шаверма_Невский_проспект
#шаверма_Невский

ОЦЕНКА: 7 из 10.
АДРЕС: набережная Канала Грибоедова 26.

Вот и мой первый отчёт по шаве, прошу не судить строго. В группе не так давно, а шаверму ем не первый десяток лет, в былые времена помню самые вкусные были в Автово и на Звёздной, а сейчас выбор побольше, но не всегда толково делают.

Итак, был вчера у Казанского и было чуть времени и желания сделать лёгкий перекус у канала. Вывеска ""Club Kebab"" привлекла мое внимание (смотрите на фото). 

Помещение более менее ухожено, разноцветные столы и диваны и две парочки в ожидании того, как мастер приготовит им их заказ. 

Я заказал Шаверму-мини с говядиной за 138 руб. Меня предупредил кассир, что она совсем маленькая будет, на 150 грамм, но я согласился, чтобы затестить.

Минут через 5 шаверма была готова. Я не заметил, был ли восточный мастер в перчатках или нет.

Он приготовил и передал мне маленький батончик. Я взял его с собой и вышел на набережную с лимонадом, чтобы насладиться и исследовать шаву. 

Говядина реально есть, соотношения мяса и салата - 40 на 60. Соуса немного, но он вкусный и, как я понял, не майонезный совсем. В общем, мне понравилось.

Единственный минус — цена немаленькая цена для такой мини-шавы. В меню есть ""стандарт"" примерно за 220р  и большая за 300р. С курицей стоит дешевле. Ещё раз прошу строго не судить за первый отчёт и желаю всем только вкусной шавочки! :)",13,16,2
27774,-94119361,-94119361,1466603101,post,"#шаверма_Приморская

ОЦЕНКА: 9/10
АДРЕС: ул. Шевченко, 29.

Данное заведение, очевидно, открылось недавно, поэтому и решено было зайти на разведку. Странным показалось географическое расположение, т.к. с более-менее больших улиц вывеску практически не видно (вывеску можно заприметить с Малого проспекта). Грубо говоря, шаверма расположена во дворах, но неоновая вывеска с красными буквами все же может заманить глазастого странника даже с приличного расстояния.

Перейдем к самому объекту. Сразу скажу, что вкуснее по моим меркам только на Сенной, в шаверме, где иногда дают в подарок колу (возможно это поможет как-то соотнести мой вкус со вкусом любопытного читателя). 

Мясо? Шикарное: без хрящей, шкурок и прочих непотребностей. Разве что количество специй слегка превышено, но все это вкусовщина (свою еду я даже не солю толком). 

Лаваш? Хрустит, но не трескается, финальный пробой днища практически исключен, соус не подтекает, нет черных полосок, отдающих гарью. 

Овощи? Вся палитра лета: огурцы, огурчики, помидоры, корейская морковка (лично для меня это главный критерий!), а также обильная порция зелени. 

Соус? Его не много и не мало, его именно столько, сколько нужно для образования пропорции Золотого Вкусового Сечения. Он не течет, но затекает туда, куда должен затечь, покрывая нутро блюда целиком. Он не отдает мазиком за 20 и отлично поможет впоследствии продуктам распада покинуть нашу бренно-грешную материальную оболочку. 

Маэстро, с виду классический азиат, весел и вежлив, старается работать в перчатках, но может оказаться и без них, в любом случае, ничего постороннего в зале он не трогает, поскольку работает довольно быстро и, возможно, просто не успевает потрогать стол или пройтись по зудящим местам. Расчет ведет его коллега. 

Продукт жгуч, но не горяч, сочен, но не дает течи даже на финише, размер его достаточен, чтобы чувствовать себя человеком последующие 3-4 часа. 

Помещение еще не успели загадить, мебель опрятна, обстановка располагает к приятной и неторопливой трапезе, также отмечу не особо раздражительную цветовую гамму (фото, к сожалению, забыл сделать) и отсутствие неприятной музыки, хотя иногда работает телевизор. Неплохой ассортимент довольно дешевых прохладительных (и не очень) напитков, обычный лимонад в стекляшке можно купить за 35-40 рублей. Сама же шаверма стоит 119 рублей, как пита, так и лаваш, я брал лаваш. 

Подписчикам из паблика, ссылка на который расположена у них на стене, скидка - 10%. Итого, получаем славную шаверму за сотку. Налетаем, пока лавочка не раскручена, а вместе с ней не раскручена и спираль жадности хозяев.",45,115,2
27747,-94119361,-94119361,1466593536,post,"#шаверма_нарвская

ОЦЕНКА: 9 из 10
АДРЕС: пр.Стачек, 1 (?)

Всем хой! Съел сегодня одну из лучших шаверм города, уж я знаю о чем говорю.
9/10, Карл!
Она была идеальна во всем: мясо, овощи (помидоры, огурцы, лук (по желанию)), соус не жидкий, а нормальный, немного лука, свежий не трескающийся лаваш, вот что такое ЦАРИЦА-шаверма(хотя витрина гласит про ша$рма). Не к чему придраться абсолютно. Делала, кстати, девица, в перчатках, если кто-то волнуется насчёт этого. 145 за сытнейшую шаву - вот, что я люблю.
Карты только не принимают, но пофиг, за такой вкус можно закрыть глаза на мелочь.
Минус балл, по традиции, снимается поскольку ""десятку"" сделает лишь рука бога.",54,138,3
27716,-94119361,-94119361,1466536794,post,"Графы и герцогини, дамы и господа, мальчики и девочки, 25 июня, в клубе Цоколь 2.0 пройдет ДИСКОТЕКА ВЕКА! 
И это будет не просто дискотека, а [club111882919|90-е ТАНЦЫ ДИЧЬ]. 
Блёстки, танцы до утра, сладкий стыд для сердца и 200 рублей за вход. 

Для наших подписчиков мы разыгрываем 3 набора по 2 билета, чтобы вы могли вспомнить молодость или посмотреть на то, что покупали в свои новёхонькие кассетные плеера ваши родители. 

Итак, чтобы участвовать в розыгрыше билетов на ДИЧЬ, нужно выполнить элементарные правила: 
1) Быть подписчиком [club94119361|ОБЗОРОВ ШАВЕРМЫ В ПИТЕРЕ И ОБЛАСТИ] и вступить во встречу [club111882919|90-е ТАНЦЫ ДИЧЬ] 
2) Сделать репост этой записи 
3) Ждать",18,32,3
27704,-94119361,-94119361,1466518779,post,"#шаверма_МосковскиеВорота
#шаверма_Московские_ворота

ОЦЕНКА: 6 из 10.
Расположение: справа от выхода из станции метро ""Московские ворота"".

Собственно, добрый вечер!:)
Занесло меня вечером на ст. Московские ворота, где я сильно голодный решил испробовать восхитительное блюдо, имя которому шаверма...

Ближе к делу. Киоск находится по правую руку, рядом с выходом из метро. Встретили меня 2 мэтра. Как я думал, это были кассир и повар, но нет... Поваром оказался тот же человек, что принимал у меня заказ, а второй лишь скромный ученик (ахтунг №1)

Учитель сделал шаву и аккуратно положил её на расписной поднос, мило пожелав приятного аппетита. Когда я взял сие творение в руки, то я обнаружил, что она не до конца завернута, да и снизу уже накапало хорошо:(

По вкусу более-менее неплохо. Соотношение овощей/мяса ровное. Но соус! Ощущение, что кефир с укропом (ахтунг №2). 

Я бы поставил баллов 6, но когда они заметили как я снимаю вывеску, то сразу предложили переделать шаву и ""компенсировать затраты"", говоря, что они любят ""шавермапатруль""... За этот поступок желание свести все баллы в минус.

Фото прилагаются, за сим удачи всем почитателями великолепного блюда.",13,12,1
