"","Url","Likes","Reposts","Comments","Views","Text","Date","Likability"
"11","https://vk.com/wall-67083068_3238336",11,0,109,5768,"на просторах всемирной паутины мне попалась статья, автор которой раскритиковала детские мультики, сделанные в ссср. 
например, мойдодыр, по ее мнению, выглядит монстром, который преследует бедного немытого ребенка, и детей после просмотра такого безобразия она бы рекомендовала сводить к детскому психологу. да и по другим персонажам тоже прошлась с острой критикой. зато диснеевские мультики - наоборот, хвалила всячески. 
а в целом эта статья была посвящена влиянию мультов - как наших, так и американских - на воспитание детей. чтобы они росли замечательными людьми и не плакали при этом от ужасов, увиденных на экране. 
было бы интересно узнать ваше мнение на эту тему - какие мультики, по-вашему, лучше учат детей быть добрыми и хорошими? 

#мультики #дети #воспитание #чтолучше",2018-03-20 13:45:00,"Unlikeable"
"12","https://vk.com/wall-67083068_3238297",158,8,11,8780,"город гоголя, пушкина, блока, 
город, помнящий поступь петра...💕💞",2018-03-20 13:00:13,"Unlikeable"
"13","https://vk.com/wall-67083068_3238219",88,0,86,6484,"сегодня утром ......умер муж моей знакомой . у него осталась она и двое их детей ......я буду ближе к сути ....пройдет 2 года и такие ,как многие здесь комментаторы, опачкают и ее детей ""прицепом типо кому она сдалась. ...в чем она виновата ?! и таких историй со смертью мужа тысячи . мы все видя одиноких мам с детьми ,не знаем их истории и не имеем права тыкать пальцем во всех и обзывать . тем более такие несчастные жены и их дети в дальнейшем нуждаются ,чтоб в их доме появился мужчина . и дело тут абсолютно не в деньгах ,а заботе и любви ,воспитании ,защите ...у многих жен уроды алкаши ,которые их бросают . я считаю ,что каждый человек имеет право на счастье и не нужно клеймить детьми . они и эти девушки совсем ни в чем не виноваты . а вы любите всех под одну гребенку со шлюхами и меркантильностью

#рсп #честь #справедливость #дети",2018-03-20 12:15:00,"Unlikeable"
"14","https://vk.com/wall-67083068_3238159",93,7,3,7064,"ретро питер

николаевский (московский) вокзал. 1900 г.",2018-03-20 11:30:01,"Unlikeable"
"15","https://vk.com/wall-67083068_3238088",29,2,31,5508,"вот я так неожиданно для себя задумалась- а как это ,не видеть мир с самого рождения. начала думать о том,какого это вообще жить в этом мире,не зная,как он выглядит на самом деле,не видеть весну, когда всё кругом блестит,капает,течёт,журчит и цветёт,не видеть глаз любимого близкого человека,не узнать по- настоящему,как выглядит то или иное...ведь люди,которые рождаются с так называемой ""чёрной пеленой""в глазах на самом деле смиряются,свыкаются с этим, они просто не знают, как выглядит это всё,но зато они знают,как это ,быть обречёнными,а,по сути и несчастливым,ведь их всегда окружают люди,которые видят и рассказывают,как выглядят предметы и вещи...
такие мысли посетили меня вчера перед сном,и я поняла,в очередной раз убедилась, что мир наш несовершенен и очень природа наша несправедлива,ведь эти люди,лишённые элементарных,базовых навыков и умений не могут жить полноценно. хотя,большинство из них,как правило очень добры душевно,потому как смиренным со своей участью..и они же, понимают,что являются своеобразной обузой для своих близких... мораль такова: цените всё, что у вас есть- глаза,слух,ноги и руки,ведь по- настоящему счастлив может быть лишь такой человек

#мир #люди #счастье",2018-03-20 10:45:00,"Unlikeable"
"16","https://vk.com/wall-67083068_3238012",49,2,38,6314,"разбуди мозги!
найди среди кофейных зерен 3 божьих коровок и 3 детских лица 😎",2018-03-20 10:00:09,"Unlikeable"
"17","https://vk.com/wall-67083068_3237954",68,1,30,6614,"история абсолютно реальна. рассказала сестра про свою знакомую (назовем знакомую аней):

аня завела себе крыса, которого по неизвестной причине назвала лешей (возможно, так звали ее первую любовь. ну или последнюю). по стечению обстоятельств в соседней квартире с аней жил ее дядя, которого тоже звали лешей.
 по причине одиночества и большой любви к животным, аня к крысу очень привязалась. а тот в один не очень прекрасный день взял и двинул кони. 
далее картина маслом: выходя из квартиры, рыдающая по безвременно ушедшему питомцу аня столкнулась с соседом по подъезду, которой сочувственно поинтересовался, что случилось. состоялся следующий диалог:
- леша умер! помоги закопать! (понимаете, что такое горе в понимании соседа было явно не от смерти крыса, о существовании которого тот вообще не знал)
- ?!?!?... куда закопать?!
- да куда угодно! хоть вон около помойки!
- .....

когда у соседа прошел шок, все выяснилось, и он помог закопать несчастного крыса, позвонила родственница ани, и услышав в трубке рыдания, тоже, конечно же, спросила, что случилось.

- леша умер!
- как умер?!
- так. сегодня умер. мы его сейчас похоронили.
- где похоронили?!
- у помойки закопали!

занавес...😂🙈🙈

#крыс #совпадение #случай",2018-03-20 09:15:01,"Unlikeable"
"18","https://vk.com/wall-67083068_3237866",150,8,3,8957,"город с высоты птичьего полета💕💞",2018-03-20 08:30:01,"Unlikeable"
"19","https://vk.com/wall-67083068_3237793",77,6,254,7401,"бодрого утречка, солнышки!☀ 
 
вчера одна добрая женщина подошла ко мне и пожелала мне счастья. просто так. ""спасибо, оно уже есть у меня"", — ответила я с улыбкой, тогда она предложила отдать свое пожелание тому, кому оно очень нужно)) я считаю, что счастье нужно каждому, но некоторые из вас нуждаются в нем особенно. так вот))) я хочу начать этот день с пожелания😌
пусть каждый из вас обретет свое счастье, ведь это очень важно для человека. пусть ни страх, ни сомнения не помешают вам на этом пути. а когда вы его найдете, не стесняйтесь щедро и часто делиться им с другими😉

а теперь вспомним о том, что уже вовсю кипит день рабочий, достанем свои позитивоприемники, настроимся на волну улыбок и радости)) разминаемся, заправляемся и на работу отправляемся)) кстати, а чем бы вы посоветовали позавтракать во вторник?😏 пофлудим давайте не по-детски, а?😜 

в петербурге сегодня +1 — -3°с, снежно❄❄❄ зима vs. весна — как долго продлится противостояние?)) может пора уже ставки делать?) утепляйтесь, снег очень мокрый, а к вечеру обещают еще и усиление ветра, будьте осторожны на дорогах, очень много аварий!🙈 
и да, не забывайте мечтать о лете🌴☀

20 марта — день насыщенный!🙃
во-первых, сегодня международный день счастья😌
во-вторых, день весеннего равноденствия, в этот же день отмечают первый международный день земли. 🌍🌝🌞
а еще 20 марта отмечают:
международный день астрологии 🔮
всемирный день социальной работы ⚡
и международный день без мяса ♻
надеюсь, каждый найдет здесь свой день))

всем-всем-всем желаю самого доброго утра и самого счастливого дня! улыбаюсь вам всем сердцем!❤ 
 
скидывайте в комменты любимые треки, чтобы услышать лучшие из них завтра в утреннем чатике! 😏 
 
и не забывайте отправлять свои истории в предложенные новости, чтобы увидеть лучшие из них в ленте! 📝 
 
утренний чатик, поехали! не спать, пвп!😉 
 
#утро #чат #неспать #бодроеутро #прогнозпогоды",2018-03-20 07:45:00,"Unlikeable"
"20","https://vk.com/wall-67083068_3237741",10,0,142,5532,"доброго дня вам, питербужцы и новые питерцы. очень хочу получить от вас совет.

живем с молодым человеком уже почти 3 года. он старше меня на 10 лет. в последнее время ссорились часто, причем по причине, которая того не стоит; виноваты, конечно, оба. а потом так случилось, что он меня ударил. впервые. пообещал, что такого больше не будет. но буквально через день все повторилось. и еще хуже... просил прощения и снова обещал... я не смогла уйти от него и уже об этом жалею. но что-то держит, хоть и понимаю, что это, мягко говоря, не рационально.. мне тяжело от неопределенного состояния. понимаю, что надо принять решение.

у кого из вас был подобный опыт? поделитесь, пожалуйста. если бы вы могли вернуться во времени назад, что бы вы посоветовали себе? я буду рада мнению и мужчин и девушек.

спасибо!

#отношения #бьетзначитлюбит #нуженсовет",2018-03-20 07:00:05,"Unlikeable"
"21","https://vk.com/wall-67083068_3237604",122,20,61,6261,"петербургские актёры сняли очень крутой социальный эксперимент об отношении русских к украинцам. советую посмотреть! очень трогает и цепляет...а вы бы как отреагировали?",2018-03-20 01:00:00,"Unlikeable"
"22","https://vk.com/wall-67083068_3237483",15,1,95,5898,"ночной чат♫",2018-03-20 00:00:00,"Unlikeable"
"23","https://vk.com/wall-67083068_3237441",49,1,40,5968,"на работе аврал, тружусь, рук не покладая и ничего вокруг себя не замечая. решила перекур сделать, пошла в специальное помещение, поглядела в окошко, впервые за весь день и обалдела! снег валит крупными хлопьями, уже сугробы образовались, на деревьях белые пушистые одежды, красотища неземная! думала, что такого нам природа уже не устроит, ан нет, зимушка не сдается! напротив детская площадка, семья какая-то дружно лепит снеговиков, зверушек разных. дети носятся, валяются в снегу, кидаются снежками. даже стало жалко, что скоро это закончится. эта зима была такой, какой и должна быть, а не вечное серое межсезонье. как думаете, с летом так же повезет, а то каждый год не пойми, что?

#зима #вернулась #красота",2018-03-19 23:30:00,"Unlikeable"
"24","https://vk.com/wall-67083068_3237370",197,15,22,9641,"фантастическая картина обычного города💕💞",2018-03-19 22:45:00,"Unlikeable"
"25","https://vk.com/wall-67083068_3237257",12,0,94,6171,"иногда в постах читаю описание женщин разного возраста: девушки, молоденькие совсем, пенсионный, предпенсионный, бабульки, бабки и много других. и стало интересно, а каждое из описаний с каким возрастом ассоциируется у разных людей. ведь иногда читаешь - бабка, а на деле женщине только 50 с хвостиком. или молоденькая, а ей уже сороковник скоро. или это зависит только от возраста автора? если молодой, то все старше 40 уже предутилизационнное состояние, если сам уже очень взрослый, то наоборот все женщины как девушки. для меня вот бабки, это любая женщина старше 45 в платке, с кислой миной и ненавистью к окружающим. 

#наблюдение #возраст #женщины",2018-03-19 22:00:05,"Unlikeable"
"26","https://vk.com/wall-67083068_3237192",13,0,62,6388,"#пвпинтерактив

привет, пушистики!👻👻👻
ну, как провели прошедшие выходные, рассказывайте! кутили, небось, безудержно?
пишите комменты, скидывайте фотки! 
погнали!",2018-03-19 21:15:00,"Unlikeable"
"27","https://vk.com/wall-67083068_3237119",51,8,6,6869,"выставка «эстетика петербургского метрополитена» 🚇

балерины, музыканты, актёры, художники и другие интересные люди — теперь не только в сети, но и в музее петербургского метрополитена 😎",2018-03-19 20:30:00,"Unlikeable"
"28","https://vk.com/wall-67083068_3236990",88,0,185,7031,"люди, вы совсем озверели что-ли? ребенок катался на самокате и задел припаркованную машину. ну да, не успела среагировать, только учится кататься и занесло. там ни царапины, грязь только сбил, да сам ушибся. так вылетел хозяин машины и чуть не убил нас. с выпученными глазами бегал вокруг машины, чуть ли не облизывал ее, что припарковался у площадки и ребенок ушибся ему все равно. только успела сына за спину спрятать. не отношусь к сумасшедшим мамашам, хотела извиниться и вместе посмотреть ущерб, не успела. могла и сама огрести, но вышел муж, а он у меня внушительный и мужик сразу сдулся, даже руки за спину спрятал. мужчины посмотрели, решили, что ничего не произошло и разошлись без материальных претензий. я ничего мужу про замахи говорить не стала, еще прибил бы того, а моего посадили бы, зачем. другое не дает покоя. если бы не было мужа, избил бы нас с ребенком? и даже если бы была царапина, это ценнее человека? сейчас как маньяки беспокоятся о железяках, лучше бы о людях так беспокоились.

 #ситуация #люди #общество",2018-03-19 19:45:00,"Unlikeable"
"29","https://vk.com/wall-67083068_3236916",21,0,44,4561,"очень люблю чай! кофе - напиток знатный, конечно, но все же, не чай. заваривать его для меня целый ритуал. купила себе чайничек специальный, сортов чая набрала всевозможных, но больше всего люблю покупать травы и сама изобретать новые сочетания вкуса и аромата. там и чабрец и мята, а если кусочки сушеных фруктов добавить или корочки цитрусов, будет очень вкусный напиток! одинаково обожаю и черный, и зеленый чаи.  а у вас какие пристрастия и слабости? какие ароматы и сорта вам нравятся?

#чай #вкус #аромат",2018-03-19 19:00:07,"Unlikeable"
"30","https://vk.com/wall-67083068_3236840",9,0,42,5459,"муж сходил в аптеку... его убедили купить витаминки ребенку.
вы такое видели и что это, как думаете?👇

#лекарства #новшества #непонятно",2018-03-19 18:15:00,"Unlikeable"
"31","https://vk.com/wall-67083068_3236721",24,0,184,5823,"долго с женой мечтали о своей квартире. никто не мешает, все свое, наконец то можно завести животных которых мы оба любим. купили большую однушку. думал, что скоро начнем выбирать кого заведем и где возьмем, в приюте или купим, оба любим собак причем крупных, мелких не очень хотели. но жена устроила настоящий треш. она сказала, что зарезервировала щенка тибетского мастифа. это же огромный мохнатый слон и цена соответствующая. на вопросы где его держать, сказала, что я жестокий, она всю жизнь хотела огромную собаку, а я все порчу. но я не хочу отдавать пол квартиры мохнатому чудищу и тем более выгуливать его, жена со своими 50 кг не потянет. думал, что большая собака, это собака больше кошки раза в 3, но не в 30 же! можно ли как то разрезервировать все это дело и какие собаки похожи на эту, чтобы успокоилась? 

#собаки #квартира #попал",2018-03-19 17:30:00,"Unlikeable"
"32","https://vk.com/wall-67083068_3236681",193,6,6,10665,"петербургский закат💖",2018-03-19 16:45:00,"Unlikeable"
"33","https://vk.com/wall-67083068_3236614",22,1,45,4707,"иногда после поездки на теплое море или хоть в соседнюю страну на три дня некоторые люди надолго теряют способность о чем-то еще говорить, кроме своего великого путешествия. хуже этого бывают только те, кто недавно лежал в больнице. нет, ну есть, конечно , нормальные граждане, но часто попадаются те, кто любой разговор с друзьями сводят к мемуарам ""а вот когда я был там-то"" или вообще описанию своих болячек в подробностях. и потом еще недоумевают, а что это их не приглашают в компанию. 
а вы как считаете, стоит ли терпеть занудные монологи только ради того, чтобы человек не обиделся? 

#друзья #разговоры #зануды #обиды",2018-03-19 16:00:10,"Unlikeable"
"34","https://vk.com/wall-67083068_3236553",29,0,59,6329,"опять на улице погода непонятная, и что-то холодное на голову сыпется. но несмотря на мокрый снег и противный ветер, птицы поют уже совсем по-весеннему, вороны перед окном занимаются ремонтно-восстановительными работами в прошлогоднем гнезде, а котик носится с песнями по всей квартире. да и день стал длиннее, тоже приятно. 
а есть у вас какие-нибудь приметы и личные наблюдения, по которым можно сказать, что вот она, весна, уже пришла? 

#весна #погода #приметы #наблюдения",2018-03-19 15:15:00,"Unlikeable"
"35","https://vk.com/wall-67083068_3236501",145,5,14,8490,"петербургская резиденция карлсона",2018-03-19 14:30:02,"Unlikeable"
"36","https://vk.com/wall-67083068_3236421",36,0,70,6037,"как неприятно наблюдать, что из-за выборов и своих политических предпочтений люди начинают всерьез ссориться. ах ты не за этого кандидата! и смотришь, ты уже удален из друзей в соцсетях и внесен в черные списки везде, где можно. 
по-моему, для политических дебатов место все-таки в телевизоре! и я не понимаю, зачем все это переносить в личную жизнь? от того что два человека разругаются в пух и прах - один за мышкина, другой за шишкина, разве мы все станем жить лучше? 

#дружба #политика #ссора #жизнь",2018-03-19 13:45:00,"Unlikeable"
"37","https://vk.com/wall-67083068_3236365",169,13,25,9277,"вот оно какое, наше лето...😄😄😄",2018-03-19 13:00:11,"Unlikeable"
"38","https://vk.com/wall-67083068_3236304",45,0,23,6260,"переходный период от зимы к весне. это говорит и погода, и телефонные звонки женщин в разное время суток с просьбами помочь, проконсультировать ""как жить?"" и ""почему он меня не любит?"". я же задумался совершенно внезапно о другом. много общаюсь по телефону и за последний месяц много когда слышал, например от жены моего брата:""его нет ни для кого, но для тебя он всегда есть"", от коллег в ночное время суток:""ааа? это ты? я сплю, но да, говори в чем дело"" и после рассказа, люди преодолевая лень и высказывания супруг приезжали. всегда и все берут трубку когда их ни для кого нет. это очень красиво и приятно. а помимо этого, все мои добрые знакомые все делают о чем я их прошу. я рад этому. и рассказ мой может от части для бахвальства, а может от части для того чтобы зарядить окружающих энергией позитива, чтобы у них была не менее, чем у меня. я люблю когда у моих близких радость и счастье! это самого приводит в ""мысленный оргазм"". как я этого добился? мне кажется, что в свое время я никому не отказывал и помогал по мере сил и возможностей, а также вкладывал инвестиции ни в машины, миксеры,квартиры, а в себя, чтобы став сильнее интеллектуально, духовно, психологически, физически, я мог помогать людям. и нет, я не фанатик и не сектант...просто мне кажется, что добра в жизни не очень много, а творя его, становишься и сам счастливей! высказался, это хорошо. спасибо, что почитали, хорошего вам времяпрепровождения.

#весна #тепло #друзья #добро",2018-03-19 12:15:00,"Unlikeable"
"39","https://vk.com/wall-67083068_3236244",133,8,15,8081,"ретро питер 😎

аничков мост. 
1899 г.",2018-03-19 11:30:01,"Unlikeable"
"40","https://vk.com/wall-67083068_3236162",39,0,143,6281,"я живу в беларуси, в маленьком городке. с лет так 15 мечтаю бросить все и уехать в питер, что бы меня вообще никто не нашёл. начать новую жизнь. потихоньку собираю деньги, и планирую в мае осуществить свою мечту, но понимаю что там никого нет, где я буду жить и тд. либо я буду самой счастливой живя в этом городе, либо я там сдохну в конце то концов либо я сдохну тут от скукоты и рутины которая поглощает все больше и больше.

#мечта #питер #скука",2018-03-19 10:45:00,"Unlikeable"
"41","https://vk.com/wall-67083068_3236125",5,1,0,5562,"💡необходимо повесить люстру ? 
💡поменять розетку и выключатель ? 
💡подключить варочную поверхность ?
💡все виды электромонтажных работ !

специалисты компании ""sofit spb"" сделают это быстро и с гарантией качества ! 
звоните 8 (812) 425-61-35 📞
 http://www.sofitspb.com/",2018-03-19 10:15:00,"Unlikeable"
"42","https://vk.com/wall-67083068_3236108",32,5,33,9672,"делимся результатами😎👇",2018-03-19 10:00:05,"Unlikeable"
"43","https://vk.com/wall-67083068_3236044",25,1,103,6039,"зашла как-то давно у нас с друзьями тема о жизни после смерти. а поскольку по тв в это самое время шел концерт, обсуждение вылилось в вопрос: а на чьем концерте мы бы хотели побывать там? я ответила, что на ""кино"". поскольку цой погиб, когда я была совсем мала, для меня это какая-то полумифическая и легендарная эпоха, и попасть где-то там на его концерт было бы очень интересно. на людей, видевших вживую в.р., я смотрю с уважением и удивлением, а на ""камчатке"" испытываю странные ощущения, прикасаясь к этим стенам... в общем, я даже представляю себе этот концерт. 
а чей концерт хотели бы вы посетить там?

#концерт #жизньпослесмерти #цойжив",2018-03-19 09:15:01,"Unlikeable"
