airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,N Sutherland,United Kingdom,2012-08-09,Been a couple of years since I last travelled through AUH and nothing much has changed - completely useless flight information screens poor choice of duty-free goods and eating options and absolutely brutal air conditioning. On the plus side the airport is built on a human scale and is easy to transit through there's plenty seating and access to clean toilets (things that Dubai fails badly on). For me it's currently the best transit airport in the region.,NA,NA,NA,7,4,4,NA,NA,NA,3,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Mark Wilkins,United Kingdom,2012-06-06,Transfer from MAN to BKK. As a Silver member of an Etihad guest I can access the Al Reem lounge which is a big plus apart from duty free not a lot of things to do apart from free wifi. However as previous travellers note at peak times the security clearance for transit passengers can be very poor - I saw the longest line yet all the way back to T1 nearly on the way out but no queue at all for the return flight. Like a lot of other airports need to plan better for peak periods early morning early evening - if they do this it would get a lot better reviews.,NA,NA,NA,7,3,3,NA,NA,NA,3,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,M Taylor,United Kingdom,2012-02-09,Through AUH to BAH. Arrived at a remote stand and bussed to Terminal. Clear signage made it easy to navigate along with plenty of Departure screens. As previously stated quite busy so seating can be a bit hit and miss but they can be found. However after 7 hours in the air a walk about was most welcome. Boarding through Gate 18 was bizarre a doorway that actually led to Gate 17 and 18. Even weirder was that two flights were through this door at the same time which led to confusion for passengers. Security was a drag with two flights passing through one metal detector and two x-ray machines. They got it sorted and we were bussed to another remote stand. Return was at night. Arrived at another remote stand and again a bus to the Terminal. I was travelling with an infant access to a stroller would have been advantageous at the gate. Upon arriving at Flight Transfer we found a fleet of strollers. Why position them here? A reasonably long walk down to Gate 34 (10 mins) with plenty of seating at the Gate in a clean and airy environment. Overall not a bad experience. Terminal 1 is rather dated but great for people watching and shopping. Terminal 3 is modern and bright but can involve a fair trek down to the Gates in the 30's. Be prepared is my advice. Roll with it as it can be busy and perhaps not follow the norm expected of some western airports.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,N Sutherland,United Kingdom,2011-04-03,Passed through a couple of times - T1 to T3 connection and another connection within T3. 2 hour connections both ways so no problems. T1 is a crowded dump. Signage is poor in both terminals and T3 is a 10-minute walk. Transit Security seemed pretty disorganised but only took a few minutes. T3 had plenty Duty Free Shops with prices similar to DXB. Eating options were adequate and no problems finding toilets. Air conditioning was a bit brutal and there appeared to be plenty of cold people in the middle of the night. Biggest criticism for me were the dreadful flight information screens which are tiny and only covered departures up to 45 minutes ahead - you didn't know which gate to go to and the single information desk wasn't even manned. On balance I think I prefer AUH to DXB for a 2 hour transit - at least AUH is built on a human scale.,NA,NA,NA,3,3,3,NA,NA,NA,3,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Stephen Taynton,Kazakhstan,2011-01-09,"I have used this airport on a number of occssions but until recently did not see how bad it is. I usually go from the plane to the transit hotel to the lounge and then to the plane. But this time I was unfortunately travelling economy and experience the nightmare of Abu Dhabi - it is just a bad airport with staff not really knowing what they are doing saying ""yes you can find a trolley around the corner"" I nearly walked to London and did not find one. The transfer between terminals is a nightmare with no rationale between what you should do - and with the upgrading in Terminal One the problem is worse. And don't get me started on the rude staff who are the transit hotel. Avoid this airport for your sanity alone.",NA,NA,NA,2,1,1,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,P Sims,United Kingdom,2009-07-16,In and out of Terminal 3 this week. Very poor facilities for food and drink. In duty free I looked at cameras and Ipods. Both seemed expensive and on checking my preferred items they are cheaper on the UK High Street than so called duty free in Abu Dhabi. Buyer beware!,NA,NA,NA,2,3,3,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,A Patel,United Kingdom,2009-07-02,The view of this airport may depend on what terminal you arrive and depart from. I was a transiting passenger at the new Terminal 3. This is a terminal with plenty of seating internet access points and adequate duty free. Security was quick and easy and the terminal had plenty of toilets which were clean. I'm not sure what the rest of the airport is like but if you are travelling through Terminal 3 it was a very pleasant experience.,NA,NA,NA,4,5,5,NA,NA,NA,5,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,A Newton,NA,2009-03-10,A lot better since the new terminal 3 has opened. a lot more spacious and even at their busiest time between 11am - 3pm not a problem. a few duty free shops and places to grab something to eat. not bad at all compared to T1.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
accra-kotoka-airport,/airport-reviews/accra-kotoka-airport,Accra Kotoka Airport customer review,A Fleming,Ghana,2010-06-13,I have been through Kotoka International Airport more times than I care to remember and the attached domestic terminal a couple of times. Against most other African airports I have passed through (around 30) it is at the top end and there is an evident desire to improve. The airport is relatively small has only two gates for international departures and there are an ever increasing list of carriers adding Accra to their routes. Departure is not usually too bad security keeps the majority who may bother travellers at bay. Many first time passengers do not realise the need to go to the extreme right end of the airport for a customs check before going to their check in queue. This can result in additional queuing for the uninitiated as there is no signage. There are well in excess of 20 counters so whilst it can be crowded in the evening as others mention it is not unmanageable. Passengers must go upstairs for immigration and here is the best eating place in the airport - the only problem is that is security are doing their job they may not allow your friends to come and eat with you. In this case there are a few outside eating options within a short walk of the departure area of which Airport Landing is probably the best for a full meal. Once through immigration the shopping options are limited and overpriced but there are places for drinks snacks or even small time gambling. Business passengers will according to their carrier be assigned to one of two lounges - whilst neither is spectacular the lounge used in the main by Skyteam partners is my preference. It has a view of the runway and usually some kind of food as well the usual drinks. This lounge is close to the departure gates for intercontinental flights but there are times when African flights including Kenyan are from the gate located at the other end of the airport. The other lounge is used by BA Emirates and also Star Alliance partners (South African Lufthansa and United and apparently soon to be Turkish). This has minimal food no natural light but is nicely decorated and probably has the better drinks selection. The main x-ray security is before you go to your gate and you then sit in an often poorly air conditioned room awaiting boarding - it is rare for boarding to start when they first announce that it is. These areas often have passengers from multiple flights at one time and there is some small risk of boarding the wrong plane in the chaos that can ensure. It is not the best end to the departure experience but with the limited space and an expanding range of carriers it is hard to overcome this and as others state staff are for the most part friendly and polite. On arrival immigration is normally not more than 10 or 15 minutes bags can be quick or slow like most places (though I find very slow for late night flights) and you must then go downstairs where you are likely to have your baggage tag checked to confirm you have picked up the correct item(s) of luggage. Beyond this point it can be a little chaotic - people will almost certainly offer you a taxi and try to carry your bag then put pressure on you for a tip. If you do not want any of these services it is best to smile and say so - personally I would always favour trying to arrange a reliable pick up at any unfamiliar airport and in Accra most hotels can arrange for this. The domestic terminal is fairly spartan but perfectly adequate.,NA,NA,NA,3,3,3,NA,NA,NA,3,NA,NA,0
adana-airport,/airport-reviews/adana-airport,Adana Airport customer review,Robert Clark,NA,2006-05-17,"Adana Airport is a chaotic airport at best yet not as bad as airports in other countries that surround it. There are two terminals to the Adana Airport Domestic and International. In most cases the International side is only for the pilgrimage flights to Makkah Saudi Arabia and some limited flights into Northern Cyprus. The Domestic side starts with citizens wanting to take your bags up to the security screening (right at the entrance to the terminal). They will expect a tip for this very small action. Tell them ""hayir saa olun"" and you'll be left alone. You'll put your bags onto the belt and your passport will be checked. Even if you are flying domestically have your passport on you at all times. They will check the validity of your visa and if you have over-extended your welcome. Once you are through (P.S. Security does not speak English so bring some phrases with you) you will have to go to the airline of your choice. Even if you have no luggage and paper tickets you will still have to check in. Organized chaos is the best way I can put it. Regardless if you are flying Turkish Pegasus or Onur Air you will still have people cutting in line using Hefty bags as luggage and uncomfortable closeness. When you finally get to the front the people at the ticket counter normally speak english. MAKE SURE you ask if your bags get taken all the way. Some times they do - sometimes they don't. You may have to pick them back up in Istanbul so its important they make it clear. Once you are done you are left in a terminal that reeks of a foul Turkish soguk gone bad sick passengers that don't cover their mouths when they cough passengers that make that disgusting ""spit like a man"" sound and the ever famous stare. There is a smoking section but it is not seperate from any other room so non-smokers will be subjected to 2nd hand smoke. There is a small store that sells refreshments but does not open until 6am while some flights are much earlier. You'll be hard pressed for a seat so get to the airport early or get used to standing. Keep an eye on your things at all times. Lots of people look suspicious. The loudspeaker is hard to understand in this dimly lighted building and its usually only in Turkish. Just line up whenever everyone else does and try to sneak a peak at their ticket to see if it is your flight. You will go through a second security and enter the gate area. Once again - organized chaos. There is no ""area calling"" and to ""rows 1-10."" Its a massive cattle heard. Just try to get in the front. Once your identity and ticket are checked you will walk out onto the tarmac where you will see a bunch of suitcases (and Hefty bags) This is where is can get confusing. Before you can board the place you must claim your suitcase yet again and give it to the baggage handlers. I guess this is good since you do ensure it gets on the plane but if its a large flight it can be difficult in the dark to find your items. DEPARTURE INTERNATIONAL: Should you get lucky enough and go through immigration in Adana it is much easier than Istanbul. The Duty Free section is very tiny and only has alcohol and cigarettes but the customs queues are tiny in comparison to Istanbul. This may happen to you even if you are going through Istanbul to an international flight so it is always best to check over at International first to see if you leave from there or domestic. For your sake I hope you leave Internationally. ARRIVAL: Landings are pretty simple. If you go through customs (there will only be like 10 of you) you will go through a small customs kiosk your passport will be scrutinized and you'll get to have a rare ""Adana"" stamp in your passport unlike most who travel to Turkey with the ""Istanbul"" stamp. Your bags will come on a low riding baggage claim separate from the domestic fliers and quick out the door. If you are flying in domestically (or after checking into customs in Istanbul) you will have to wait quite a long time before the bags finally arrive onto the low riding baggage claim. In here is where you can rent a car as well about 4 companies are available on site and for those going to the NATO base there is a Hertz located in the Burger King. Back to the airpoort when you get outside you can be picked up by your people (they will not be allowed into the airport) or you can hire a taxi. A gentleman usually brings the taxi to you and loads your bags he will expect a tip. 2 YTL is good enough. P.S. - A good taxi (spelled taksi in Turkish) to go with would be Gate Taxi at +90(322)316TAXI - they speak English. It will cost more but the drivers have better English than the airport taxis) In the airport just dial 322316TAXI. One more thing before I forget - turn around whern you enter the terminal - you'll see the lost luggage department. If you fly here to Adana more than once - expect to go in here a few times. The airport itself is a dirty mess...it smells the facilities are usually dirty it reeks of smoke and it gets pretty loud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,Mario Eybers,South Africa,2014-06-25,By far the worst airport I have encountered. There is one working toilet in-transit. The shops look like they have been there since 1930. Even during the day the airport is dark and dusty. The staff are very helpful and friendly. The food and beverages in the shops looks unappetising. With so many people going through this airport one would expect more. Heavy security but that one can tolerate considering it is for everyone's benefit.,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,Hendri Vorster,New Zealand,2013-01-14,The ATM didn't work and the credit card machines did not connect. People everywhere complaining about delayed flights. Communication of the ground staff was very poor if at all. Our boarding were moved 3 times from boarding gate no 1 to no 5. Nobody that worked there had an idea what was going on. About 100 people was trying to sort flights with one attendant with no information. Very poor for an airline.,NA,NA,NA,3,1,1,NA,NA,NA,2,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,N Hopkins,United States,2011-01-25,At Bole International as at other Ethiopian airports one must go through security twice -- removing shoes jackets watches and other items -- and going through the X-ray machines two times as well. Bole is a modern facility; but during my five hour layover neither the escalators nor the elevators were working. Not that meant I missed much. The dining and shopping facilities were all but non-existent until I passed through security the second time and got to the departures area. There were then mostly cheap souvenir shops. Curiously smoking is banned everywhere in the airport except at food and/or drinks bars.,NA,NA,NA,3,3,5,NA,NA,NA,1,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,Keith Rogers,Canada,2010-11-01,Had 1am departure so arrived at 10pm. Typical crush on airport entry with scanner at front door but no big deal overall. Check in smooth as we were business class and customs process smooth with priority line. Upstairs area has a lot of shops and restaurants. Entry to boarding area processed volume well.,NA,NA,NA,3,3,3,NA,NA,NA,3,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,Adam Simmons,Spain,2010-06-23,I was also the victim of an Ethiopian Airways 757 jet fire so spent rather longer in this airport than expected. For a major transit airport it is astonishing that there is no newspaper or magazine outlet. Some of the duty free shops are rip-off joints charging a seven percent surcharge on credit cards. They are also selective in what goods can be paid for in local currency (crisps) and which cannot (chocolate - go figure). My high point was a very tasty tilapia and french fries for only US$ and the airport was kept clean by a veritable army of support staff.,NA,NA,NA,3,3,3,NA,NA,NA,3,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Siti Raudzah Malik,Malaysia,2015-05-18,A very fine airport above average. The only downside was just the WiFi. The toilet was a bit dirty but nothing too disturbing as there were only toilet papers scattered on the floor. Other than that everything else was fine. The ground staffs were very nice and helpful. The security was also very tight but at the same time they were very polite and not rude. A good airport overall.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,H Davis,Australia,2014-09-30,Adelaide has a small airport without many shops. Certainly no massage or gym. Security is very relaxed - no guns and is a very pleasant place to sit and wait. The food expensive but not-so-great - but this is the case for most airports. However the primary function of such a building is to arrive and depart. Although a car ramp was built several years ago allowing passengers to be deposited 3 metres from the terminal this has been permanently disabled. Now taxis and domestic vehicles can only pass from over 30 metres away. Hilariously its been mentioned that this is to prevent terrorism but in my experience Adelaidians are not this paranoid self-aggrandising or stupid. If it were true I'm sure they would beef up their security in more sensible ways. More likely a structural issue that is taking too long to fix. Unfortunately due to the long an unavoidable walk to and from the terminal from any mode of transport - the airport fails in its basic function of arriving and departing with ease.,NA,NA,NA,2,4,4,NA,NA,NA,3,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,D Butler,Australia,2014-07-17,I wonder why the Adelaide airport design layout features an access ramp up to the departures level that is not used. It was in use when the new airport was first opened and worked brilliantly as I am sure it was designed to. So why the decision to abandon it? The current system of every single person and vehicle congregating in about 50 meters of kerbside is bordering on stupid. I was told it may be for security reasons. That is also hard to understand and is also bordering on stupidity.,NA,NA,NA,5,3,5,NA,NA,NA,3,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,R Gonzaga,Malaysia,2013-09-10,Great little airport well laid out and easy to navigate. It is bright and spacious and there is free wi-fi which is painfully slow. Arrivals is a bit of a let down with you being forced to go through an arrival duty free shop. There is only one baggage carousel for international flights which makes it a problem if a large aircraft lands let alone multiple long haul flights. Customs is slow with numerous people asking you the very same questions. Perhaps they should consider having more people man the immigration booths and less customs staff. They obviously have little to do in such a small airport so are overzealous. On return check-in facilities were good friendly staff. There were many shops in the departure area which is a communal area for both international and domestic departures. The actual immigration and customs for international flights is a small area which is hard to miss! One other drawback is the pick-up and drop-off area what a mess! Overall I would give this airport the thumbs up but they need to make improvements to some of their services.,NA,NA,NA,7,3,5,NA,NA,NA,4,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,D Silverstone,United States,2011-03-21,I think it's very telling that the only negative reviews have been regarding the long-term parking not being as friendly and helpful as the rest of the airport is! ADL was the best airport experience I had while visiting Australia and although not perfect it is a very commendable mid-sized airport. The terminal building is new clean and bright with a very fast door-to-gate process. The gate area does stretch on for a bit so you can wind up with quite a bit of hike not only in transferring but also in getting to the food or shop you need! All the staff I encountered were helpful and friendly and the airport is very close and accessible to the city. Highly recommend!,NA,NA,NA,4,5,5,NA,NA,NA,5,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,D Dale,NA,2008-10-28,Arrived to Adelaide Airport from Brisbane on Qantas flight. The terminal is new and the interior is welcoming. The airport is roomy and spacious. Our bags were on the carousel within minutes. We travelled into Adelaide on the SkyLink shuttle bus which only cost $5.00. I would have to rate Adelaide as probably the best airport in Australia as it is just a breeze to navigate. We also used the Qantas Club which I have to say was the cleanest and quietest of all those I have utilised of all airports in Australia. Gets five stars for being so modern and organised.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Ben Williams,NA,2006-03-13,The new Adelaide terminal in finally open and a lot better than the old domestic and tragic international terminals. This new terminal is well sign posted and easy to get around. There are a few tenancies still being filled. Checking in is painless as is collection of luggage when arriving. Overall a vast improvement of the pervious terminals.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
al-ain-airport,/airport-reviews/al-ain-airport,Al Ain Airport customer review,Brian Murphy,NA,2007-03-03,Very small airport but a short and very cheap taxi ride from the town centre. Very convenient if one can get a connecting flight from here. A great alternative if you want to land in somewhere quiet and peaceful to the awful Abu-Dhabi airport which is dismal and full of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,D Graubard,United States,2014-03-03,Great regional airport. Good food - reflecting the unique New Mexican cuisine. From drop off through ticketing and security shouldn't take more than 15 minutes. As stated before the observation area is nice and quiet - with good views of the Monzano mountains and the active runways. Decor is South-western and very classic - with a lot of the original building that existed prior to the terminal upgrade back in the 1990s. It's not O'Hare with lots of flight options but also not the delays and crowds. Just wish there were more flights as prices can be high to various hub cities.,NA,NA,NA,9,4,5,NA,NA,NA,4,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,J Morgan,United Kingdom,2015-03-09,I have used Alicante Airport for 15 years or more and can say without doubt that the new terminal is a complete and unmitigated disaster. Announcements are incomprehensible Security often slow and rude the air-conditioning at best ineffective at worst a disgrace. People struggle to keep cool and there is so little seating that at busy times it is impossible for the elderly to find somewhere to sit. The food is over priced and of very poor quality. Even the VIP lounge is dreadful I can only think of Exeter Airport as worse and I have visited at least 10 different lounges in the last twelve months. I can think of nothing to redeem this airport save cleanliness.,NA,NA,NA,NA,2,5,NA,NA,NA,2,NA,NA,0
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Ian Waddell,United Kingdom,2013-10-23,My family uses Alicante airport about 6 times a year. We cannot see any obvious advantages in the new terminal over the older ones. OK the new terminal was conceived during boom times (and is far too large for current needs) but they obviously decided during construction work to cut the budgets and many of the finishes (loos being the biggest area) are cheaply done and showing wear already. The public address system is useless and they are clearly saving money by not using the air-conditioning as even in October the place was like an oven. The link from the terminal to the car parking/rental cars is a shambles and very poorly sign-posted - every new arrival who doesn't know the route is bewildered and gets lost. We never go during July and August but I shudder to think what it's like then.,NA,NA,NA,4,2,3,NA,NA,NA,3,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Owen Jones-Cruickshank,United Kingdom,2013-05-20,Quite an average airport considering how modern it is. Good check-in times quick queues at security. Not enough seating not enough shops but plenty of places to eat. Shops that were there were quite good pretty overpriced and concentrated in one place. Gate agents below par and air conditioning terrible!,NA,NA,NA,7,4,5,NA,NA,NA,3,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Ian Waddell,United Kingdom,2012-04-29,Whilst the new terminal has the general ambience of better-known international airports corners have been cut in the detailing probably due to the Spanish economic situation. The car rental situation is quite ridiculous. I have been through the new terminal 3 times since it opened and the route from the car rental desks to the car pick-up area is confusing without any adequate signage. There are always groups of bewildered people wandering around lost. You have either to go down by escalator from arrivals cross the road and up in a lift or up in a lift from arrivals to a bridge cross over and then down in a lift (the levels are numbered differently on each side of the bridge). The car rental booths need to be better staffed to alleviate the long queues that build up. Everything is pre-booked so they know what to expect.,NA,NA,NA,5,2,4,NA,NA,NA,4,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,B Lawrence,Spain,2011-11-24,I was treated at the control area with great disrespect. After taking off my footwear as requested I proceeded to walk through. As I entered the boarding side this security woman approached me and snatched my scarf from around my neck without any explanation As I speak Spanish this was completely uncalled for and  in my opinion showed a vast amount of ignorance on her part. I appreciate that checks are necessary for the safeguard of passengers but she and maybe all of the staff there need a lesson in customer facing care.,NA,NA,NA,2,3,4,NA,NA,NA,4,NA,NA,0
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,John Kenny,United Kingdom,2011-10-16,Arrival from Stansted a breeze straight through immigration. On departure 10 minutes through to departures. Not keen on being forced to walk through tax free shopping area. New terminal very bright and airy although a long walk to Ryanair departure at area B. Extensive catering choice but as has been said already prices very expensive.,NA,NA,NA,8,4,5,NA,NA,NA,4,NA,NA,0
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Paul Van Alsten,France,2011-03-31,Modern and convenient airport but lot of walking both upon arrival and departure. In the public area limited food facilities with overpriced offer: EUR13.40 for two sandwiches and a 50cl Fanta! Bus line C6 connects the airport to downtown Alicante every 20 mins - EUR 2.60 one-way travel time around half an hour. However bus schedules are rather approximate - each time had a delay of 10-15mins. Upon departure check-in was hassle-free - however=self-service machines are for Iberia flights only. No queue at security friendly staff with good command of English. Good air conditioning in the terminal. Limited seating areas at the boarding gates. Business lounge is spacious and fairly comfortable.,NA,NA,NA,4,5,3,NA,NA,NA,3,NA,NA,0
alice-springs-airport,/airport-reviews/alice-springs-airport,Alice Springs Airport customer review,Paul Harvey,United Kingdom,2009-09-23,"A typical small Australian airport which operated well. Some distance out of the city it is served by a bus and taxis (fare $30+). Check in was easy there being more than enough desks for the traffic. Security was efficient with a bookshop and cafe airside. All gates are ""walk to the plane"" which are never far away. Compared to many this is a nice airport.",NA,NA,NA,5,5,5,NA,NA,NA,5,NA,NA,0
