Id,OwnerUserId,CreationDate,ParentId,Score,IsAcceptedAnswer,Body
467561,25188,2009-01-21T23:54:03Z,467110,6,FALSE,"<p>I've often rewritten R code in C++ and made it run 100x faster.  Looping is especially inefficient in R.  </p>
"
476739,58681,2009-01-24T22:07:32Z,476726,7,TRUE,"<p>If <code>x</code> is your <code>data.frame</code> (or <code>matrix</code>) then</p>

<pre><code>x[ ,apply(x, 2, function(z) !any(is.na(z)))]
</code></pre>

<p>Since your example uses <code>NULL</code>, <code>is.na(·)</code> will be replaced by <code>is.null(·)</code></p>

<p>Alternatively you can look at <code>subset(·)</code>.</p>
"
476928,NA,2009-01-25T00:05:19Z,476726,19,FALSE,"<p>You can drop any row containing a missing using na.omit(), however that's not what you want.  Moreover, the currently accepted answer is wrong.  It gives you complete columns, but does not drop the rows that have one or more missing values, which is what was asked for.  The correct answer can be obtained as:</p>

<pre><code>&gt; a &lt;- data.frame(a=c(1,2),b=c(NA,1), c=c(3,4))
&gt; a
  a  b c
1 1 NA 3
2 2  1 4
&gt; na.omit(a)[,colSums(is.na(a))==0]
  a c
2 2 4
</code></pre>

<p>To see that the above answer is wrong:</p>

<pre><code>&gt; a[ ,apply(a, 2, function(z) !any(is.na(z)))]
  a c
1 1 3
2 2 4
</code></pre>

<p>Row 1 should be dropped because of the NA in column 2.</p>
"
495862,28006,2009-01-30T15:16:50Z,495744,3,FALSE,"<p>CRAN shows a package that is actively updated called ""chron"" that handles dates. You might want to check that and some of the other modules found here: <a href=""http://cran.r-project.org/web/views/TimeSeries.html"" rel=""nofollow noreferrer"">http://cran.r-project.org/web/views/TimeSeries.html</a></p>

<p>xts and zoo handle irregular time series data on top of that. I'm not familiar with these packages, but a quick look over indicates you should be able to use them fairly easily by splitting on the hyphen and loading into the structures they provide.</p>
"
498951,20417,2009-01-31T15:03:43Z,498932,1,FALSE,"<p>Have a look at the project file. I believe is text based. You might be able to insert the file paths directly there with some copy-paste-replace.</p>
"
511763,445,2009-02-04T15:12:59Z,498932,1,TRUE,"<p>I couldn't work out the project file so what I did in the end was to zip up all the files I wanted to deploy, add the zip file to the application and create a custom Installer class to unzip them (using CSharp ziplib)</p>
"
552764,41338,2009-02-16T09:43:18Z,551113,2,FALSE,"<p>According to <a href=""http://astor.som.jhmi.edu/BayesMendel/brcapro.html"" rel=""nofollow noreferrer"">this link</a>:</p>

<blockquote>
  <p>The BRCAPRO model is now included in the R package  BayesMendel for carrier probabiity [sic] prediction. </p>
</blockquote>

<p>So it looks like you use it from R.</p>

<p>And the <a href=""http://astor.som.jhmi.edu/BayesMendel/BayesMendel.pdf"" rel=""nofollow noreferrer"">documentation for the BayesMendel</a> package at least might get you started. Though it looks like you're going to have to learn R. :)</p>
"
571930,37751,2009-02-21T01:54:56Z,560329,5,TRUE,"<p>I really want to help answer your question, but I gotta tell you, I can't make heads or tails of your data. I see a lot of opening parenthesis but no closing ones. The data looks sorted descending by whatever the values are on the bottom of each row. I have no idea what to make out of a value like ""(8.048,18.05]""</p>

<p>Am I missing something obvious? Can you make a more simple example where your data structure is not a factor?</p>

<p>I would generally expect a data frame or a matrix with two columns, one for the X and one for the Y. </p>

<p>See if this example of sorting helps (I'm sort of shooting in the dark here)</p>

<pre><code>tN &lt;- table(Ni &lt;- rpois(100, lambda=5))
r &lt;- barplot(tN)

#stop here and examine the plot
#the next bit converts the matrix to a data frame,
#  sorts it, and plots it again

df&lt;-data.frame(tN)
df2&lt;-df[order(df$Freq),]
barplot(df2$Freq)
</code></pre>
"
584545,60020,2009-02-25T02:51:45Z,582653,1,FALSE,"<p>one option is to use regular expressions. if you are not familiar with them, they are used to parse strings using patterns. i would research regular expressions and then <a href=""http://www.regular-expressions.info/rlanguage.html"" rel=""nofollow noreferrer"">here are the functions in r</a></p>

<p>hope it helps</p>
"
585795,19410,2009-02-25T12:31:12Z,551113,1,FALSE,"<p>I don't think anyone will be able to fit code for a full application into a tiny window, but I'll give you some thoughts, based on how I might approach this:</p>

<ol>
<li><a href=""http://www.r-project.org/"" rel=""nofollow noreferrer"">Install <code>R</code></a></li>
<li><a href=""http://astor.som.jhmi.edu/BayesMendel/Rpackage.html"" rel=""nofollow noreferrer"">Install <code>BayesMendel</code> package</a> -- this includes <code>BRCAPRO</code> routines</li>
<li><a href=""http://rpy.sourceforge.net/"" rel=""nofollow noreferrer"">Install <code>RPy</code></a> -- a Python-to-R bridge</li>
<li>Write <a href=""http://rpy.sourceforge.net/rpy_demo.html"" rel=""nofollow noreferrer""><code>RPy</code>-based <code>Python</code> code</a> for bringing your data into <code>R</code>, turning it into <a href=""http://fs6.depauw.edu:50080/~harvey/Chem%20351/PDF%20Files/Handouts/RDocs/Using%20Data%20Frames%20and%20Indexing%20in%20R.pdf"" rel=""nofollow noreferrer"">a data frame</a>, and <a href=""http://astor.som.jhmi.edu/BayesMendel/BayesMendel-manual.pdf"" rel=""nofollow noreferrer"">analyzing the data frame with the <code>BRCAPRO</code> component of <code>BayesMendel</code></a></li>
<li>Bridging the analytical output of <code>BayesMendel</code> to a <a href=""http://pytut.infogami.com/node11-baseline.html"" rel=""nofollow noreferrer""><code>brcaResults</code> class that you write</a></li>
<li><a href=""http://www.python.org/doc/faq/gui/"" rel=""nofollow noreferrer"">Wrap accessors to your <code>brcaResults</code> class in a GUI</a>, using any one of many Python GUI frameworks</li>
</ol>

<p>That's an overview of one way to do this. </p>

<p>The nice thing about this approach is that this should be easy to glue together and keep up-to-date with new <code>BRCAPRO</code> features.</p>
"
587944,4892,2009-02-25T21:28:11Z,582653,15,TRUE,"<p>You need to use <code>strptime()</code> to convert the string to a date. For example:</p>

<pre><code>strptime(""9:24 am"",format=""%I:%M %p"")
</code></pre>

<p>Then you can take differences just by taking one away from the other:</p>

<pre><code>strptime(""9:24 am"",format=""%I:%M %p"")-strptime(""12:14 am"",format=""%I:%M %p"")
Time difference of 9.166667 hours
</code></pre>

<p>You can store this and then do an <code>as.numeric()</code> if you just want the number out, otherwise you can pass around the time objects.</p>

<p>Hope this helps!</p>
"
597001,63225,2009-02-27T22:56:38Z,596976,3,TRUE,"<p>Most common application: it enables an anonymous function to call itself recursively.</p>

<p>An excellent explanation can be found on <a href=""http://mvanier.livejournal.com/2897.html"" rel=""nofollow noreferrer"">Mike Vanier's livejournal page</a></p>
"
612518,37751,2009-03-04T21:28:26Z,596819,10,TRUE,"<p>You are, indeed, passing the object around and using some memory. But I don't think you can do an operation on an object in R without passing the object around. Even if you didn't create a function and did your operations outside of the function, R would behave basically the same. </p>

<p>The best way to see this is to set up an example. If you are in Windows open Windows Task Manager. If you are in Linux open a terminal window and run the top command. I'm going to assume Windows in this example. In R run the following:</p>

<pre><code>col1&lt;-rnorm(1000000,0,1)
col2&lt;-rnorm(1000000,1,2)
myframe&lt;-data.frame(col1,col2)

rm(col1)
rm(col2)
gc()
</code></pre>

<p>this creates a couple of vectors called col1 and col2 then combines them into a data frame called myframe. It then drops the vectors and forces garbage collection to run. Watch in your windows task manager at the mem usage for the Rgui.exe task. When I start R it uses about 19 meg of mem. After I run the above commands my machine is using just under 35 meg for R. </p>

<p>Now try this:</p>

<pre><code>myframe&lt;-myframe+1
</code></pre>

<p>your memory usage for R should jump to over 144 meg. If you force garbage collection using gc() you will see it drop back to around 35 meg. To try this using a function, you can do the following:</p>

<pre><code>doSomething &lt;- function(df) {
    df&lt;-df+1-1
return(df)
}
myframe&lt;-doSomething(myframe)
</code></pre>

<p>when you run the code above, memory usage will jump up to 160 meg or so. Running gc() will drop it back to 35 meg. </p>

<p>So what to make of all this? Well, doing an operation outside of a function is not that much more efficient (in terms of memory) than doing it in a function. Garbage collection cleans things up real nice. Should you force gc() to run? Probably not as it will run automatically as needed, I just ran it above to show how it impacts memory usage. </p>

<p>I hope that helps!</p>
"
612573,NA,2009-03-04T21:41:41Z,596819,8,FALSE,"<p>I'm no R expert, but most languages use a reference counting scheme for big objects. A copy of the object data will not be made until you modify the copy of the object. If your functions only read the data (i.e. for analysis) then no copy should be made.</p>
"
652180,41665,2009-03-16T21:16:57Z,652136,145,TRUE,"<p>I don't know R at all, but a bit of creative googling led me here: <a href=""http://tolstoy.newcastle.edu.au/R/help/05/04/1919.html"" rel=""noreferrer""><a href=""http://tolstoy.newcastle.edu.au/R/help/05/04/1919.html"" rel=""noreferrer"">http://tolstoy.newcastle.edu.au/R/help/05/04/1919.html</a></a></p>

<p>The key quote from there:</p>

<blockquote>
  <p>I do not find explicit documentation for R on how to remove elements from lists, but trial and error tells me</p>
  
  <p>myList[[5]] &lt;- NULL</p>
  
  <p>will remove the 5th element and then ""close up"" the hole caused by deletion of that element. That suffles the index values, So I have to be careful in dropping elements. I must work from the back of the list to the front.</p>
</blockquote>

<p>A <a href=""http://tolstoy.newcastle.edu.au/R/help/05/04/1917.html"" rel=""noreferrer"">response to that post later in the thread</a> states:</p>

<blockquote>
  <p>For deleting an element of a list, see R FAQ 7.1</p>
</blockquote>

<p>And the <a href=""http://cran.r-project.org/doc/FAQ/R-FAQ.html#How-can-I-set-components-of-a-list-to-NULL_003f"" rel=""noreferrer"">relevant section of the R FAQ</a> says:</p>

<blockquote>
  <p>... Do not set x[i] or x[[i]] to NULL, because this will remove the corresponding component from the list. </p>
</blockquote>

<p>Which seems to tell you (in a somewhat backwards way) how to remove an element.</p>

<p>Hope that helps, or at least leads you in the right direction.</p>
"
658574,37751,2009-03-18T14:44:54Z,657440,7,TRUE,"<p>I think the function you are looking for is <code>cumsum()</code> which will do a cumulative sum on a vector. </p>

<pre><code>#put your data into 3 vectors
x&lt;-c(-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10)
dat1&lt;-c(0.0140149,0.00890835,0.00672276,0.00876399,0.00806879,0.0088366,0.00856872,0.0195384,0.0160239,0.0254455,0.0397413,0.0743316,0.0247501,0.0214285,0.0241462,0.0150943,0.0141398,0.0101515,0.0308843,0.0095504,0.00729676)
dat2&lt;-c(0.014015,0.008918,0.006725,0.008794,0.008081,0.008851,0.008578,0.019609,0.016183,0.025785,0.040091,0.075545,0.025332,0.021778,0.024497,0.015241,0.014237,0.010295,0.031294,0.009606,0.007371)

#create a new vector called cdat1 to hold the cumulative sum
cdat1&lt;-cumsum(dat1)
plot(x,cdat1)
points(x,dat2,col=""red"")
</code></pre>

<p>I use the function points above in order to add dat2 to the existing plot. Run this in R and see if it gives you what you need. </p>
"
659982,63369,2009-03-18T20:33:17Z,659725,0,FALSE,"<p>It looks like an implementation change (2-D array in column-major order, instead of row-major order), rather than an interface change.</p>

<p>Think ""strategy"" pattern, rather than being an entire paradigm shift.  Of course, I've never used these products, so they may in fact force a paradigm shift down your throat.  I don't know why, though.</p>
"
660238,49720,2009-03-18T21:43:51Z,659725,0,FALSE,"<p>We might be better able to help you reach an informed decision if you described [1] your specific goal and [2] the issues you're running into with SQL Server.</p>
"
679244,23813,2009-03-24T21:08:08Z,652136,132,FALSE,"<p>If you don't want to modify the list in-place (e.g. for passing the list with an element removed to a function), you can use indexing: negative indices mean ""don't include this element"".</p>

<pre><code>x &lt;- list(""a"", ""b"", ""c"", ""d"", ""e""); # example list

x[-2];       # without 2nd element

x[-c(2, 3)]; # without 2nd and 3rd
</code></pre>

<p>Also, logical index vectors are useful:</p>

<pre><code>x[x != ""b""]; # without elements that are ""b""
</code></pre>

<p>This works with dataframes, too:</p>

<pre><code>df &lt;- data.frame(number = 1:5, name = letters[1:5])

df[df$name != ""b"", ];     # rows without ""b""

df[df$number %% 2 == 1, ] # rows with odd numbers only
</code></pre>
"
688781,26575,2009-03-27T06:57:58Z,509595,3,TRUE,"<p>What I personally would do is to make a script in some scripting language to separate the different data sets before the file is read into R, and possibly do some of the necessary data conversions, too.</p>

<p>If you want to do the splitting in R, look up <code>readLines</code> and <code>scan</code> &ndash; <code>read.csv2</code> is too high-level and is meant for reading a single data frame. You could write the different data sets into different files, or if you are ambitious, cook up file-like R objects that are usable with <code>read.csv2</code> and read from the correct parts of the underlying big file.</p>

<p>Once you have dealt with separating the data sets into different files, use <code>read.csv2</code> on those (or whichever <code>read.table</code> variant is best &ndash; if those are not tabs but fixed-width fields, see <code>read.fwf</code>). If <code>&lt;NA&gt;</code> indicates ""not available"" in your file, be sure to specify it as part of <code>na.strings</code>. If you don't do that, R thinks you have non-numeric data in that field, but with the right <code>na.strings</code>, you automatically get the field converted into numbers. It seems that one of your fields can include time stamps like <code>00:00</code>, so you need to use <code>colClasses</code> and specify a class to which your time stamp format can be converted. If the built-in <code>Date</code> class doesn't work, just define your own <code>timestamp</code> class and an <code>as.timestamp</code> function that does the conversion.</p>
"
696135,84458,2009-03-30T06:05:50Z,657440,3,FALSE,"<p>If you have that data in a text file (e.g. data.txt) you can also do the following:</p>

<pre><code>A &lt;- read.table(""data.txt"",header=TRUE)
attach(A)
plot(x.axis, cumsum(dat1))
points(x.axis, cumsum(dat2), col='red')
</code></pre>

<p>As JD Long said, the cumsum function is what you were looking for.</p>
"
713900,12960,2009-04-03T13:26:52Z,713878,5,FALSE,"<p>I would take a look at <a href=""http://en.wikipedia.org/wiki/Eigenvalue_algorithm"" rel=""noreferrer"">Eigenvalue algorithms</a>, which link to a number of different methods. They'll all have different characteristics, and hopefully one will be suitable for your purposes.</p>
"
714164,60711,2009-04-03T14:29:51Z,713878,11,FALSE,"<blockquote>
  <p>I assume it helps if the matrix is
  sparse?</p>
</blockquote>

<p>Yes, there are algorithms, that perform well on sparse matrices. </p>

<p>See for example: <a href=""http://www.cise.ufl.edu/research/sparse/"" rel=""noreferrer"">http://www.cise.ufl.edu/research/sparse/</a></p>
"
714340,83479,2009-04-03T15:05:37Z,713878,18,FALSE,"<p>Most of the algorithms for eigen value computations scale to big-Oh(n^3), where n is the row/col dimension of the (symmetric and square) matrix.  </p>

<p>For knowing the time complexity of the best algorithm till date you would have to refer to the latest research papers in Scientific Computing/Numerical Methods.  </p>

<p>But even if you assume the worse case, you would still need at least 1000^3 operations for a 1000x1000 matrix. </p>

<p>R uses the LAPACK routine's (DSYEVR, DGEEV, ZHEEV and ZGEEV) implementation by default.   However you could specify the EISPACK=TRUE as a parameter to use a EISPACK's RS, RG, CH and CG routines.  </p>

<p>The most popular and good open source packages for eigenvalue computation are LAPACK and EISPACK.</p>
"
722586,53143,2009-04-06T18:19:57Z,713878,7,FALSE,"<blockquote>
  <p>How long might it take in practice if
  I have a 1000x1000 matrix?</p>
</blockquote>

<p>MATLAB (based on LAPACK) computes on a dual-core 1.83 GHz machine all eigenvalues of a 1000x1000 random in roughly 5 seconds. When the matrix is <em>symmetric</em>, the computation can be done significantly faster and requires only about 1 second.</p>
"
732550,62970,2009-04-09T02:14:22Z,717747,2,TRUE,"<p>So you've actually asked about five questions (5 +/- 3).  As far as writing your own rect.hclust like function, the source is in <code>library/stats/R/identify.hclust.R</code> if you want to look at it.  </p>

<p>I took a quick glance at it myself and am not sure it does what I thought it did from reading your description--it seems to be drawing <em>multiple</em> rectangles,  Also, the <code>x</code> selector appears to be hard coded to segregate the tags horizontally (which isn't what you want and there's no <code>y</code>).</p>

<p>I'll be back, but in the meantime you might (in addition to looking at the source) try doing multiple rect.hclust with different <code>border=</code> colors and different <code>h=</code> values to see if a failure pattern emerges.</p>

<p><strong>Update</strong></p>

<p>I haven't had much luck poking at this either.  </p>

<p>One possible kludge for the clipping would be to pad the labels with trailing spaces and then bring the edge of your rectangle in slightly (the idea being that just bringing the rectangle in would get it out of the clipping zone but overwrite the ends of the labels).</p>

<p>Another idea would be to fill the rectangle with a translucent (low alpha) color, making a shaded area rather than a bounding box.</p>
"
736618,66519,2009-04-10T03:15:17Z,736541,16,TRUE,"<p>See <a href=""http://blog.revolution-computing.com/2009/01/10-tips-for-making-your-r-graphics-look-their-best.html"" rel=""noreferrer"">tip 7</a> about adjusting the margins.</p>

<p>Excerpt:</p>

<p>To remove the space reserved for labels, use par(mar=...).  For example</p>

<pre><code>png(file=""notitle.png"",width=400, height=350)
par(mar=c(5,3,2,2)+0.1)
hist(rnorm(100),ylab=NULL,main=NULL)
dev.off()
</code></pre>
"
736633,6372,2009-04-10T03:29:02Z,736541,9,FALSE,"<p>If you're willing to entertain an alternate plotting package, <a href=""http://had.co.nz/ggplot2/"" rel=""noreferrer"">ggplot2</a> does this automatically when you set <code>xlab</code>/<code>ylab</code> to <code>NULL</code> (and there is no plot title/<code>main</code> by default).  For simple plots, just <code>require(ggplot2)</code> and replace <code>plot</code> by <code>qplot</code>.</p>

<p>Really, ggplot2 is the most fun I've had with plotting in years and I can't resist the opportunity to evangelize it to everyone I meet. :-)</p>
"
736657,84458,2009-04-10T03:52:48Z,736541,1,FALSE,"<p>I usually use</p>

<pre><code>par(mar=c(1,1,1,1))
</code></pre>

<p>when I keep the border to a minimum.</p>
"
743646,25571,2009-04-13T11:33:40Z,743622,26,FALSE,"<p>See <code>?order</code>.  You just need the last index (or first, in decreasing order), so this should do the trick:</p>

<pre><code>order(matrix[,2],decreasing=T)[1]
</code></pre>
"
743664,19241,2009-04-13T11:44:58Z,743622,151,FALSE,"<p>See <code>?which.max</code></p>

<pre><code>&gt; which.max( matrix[,2] )
[1] 2
</code></pre>
"
