airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,H Kohl,Australia,2013-12-09,I have been trough Abu Dhabi a few times. It is getting worse. Unfriendly people very long walk ways most Etihad flights don't use an aerobridge bus transfer. Small departure lounges with two gates very bad communication which flight is boarding bad signage. Even the people in the premium lounge were unfriendly. If you can avoid this airport.,NA,NA,NA,1,2,2,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Nabil Al Atassi,Czech Republic,2013-09-24,I have been using this airport for many years. Terminal 1 (old) used by most airlines is overloaded with poor services and only one poorly attended bathroom. Terminal 3 used exclusively by Etihad is a bit larger but again operating beyond its design capacity; with only three bathrooms and cheap cleaning contractor cleanliness is an issue mainly if you want to use the cabinets. Abu Dhabi is trying to imitate Dubai's success but apparently without success. Amongst the three major hubs in the area Dubai Doha (till the opening of new airport end of this year) and Abu Dhabi Dubai remains the best. If you have a choice then avoid this airport.,NA,NA,NA,4,3,2,NA,NA,NA,2,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,M Eggleton,United Kingdom,2012-12-14,I travelled with Etihad from Melbourne to London. I don't know what terminal I was in but I wasn't that impressed. It was quite small and confusing. Lots of staff telling people where to go and you could quite easily go the wrong way and miss your connection. Facilities were ok but I was only there for half an hour so didn't use them or any of the shops. It could certainly do with improvement.,NA,NA,NA,6,4,4,NA,NA,NA,3,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Philip Loveder,Australia,2012-09-16,Abu Dhabi Airport isn't the most appealing of the world's airports but does have some virtues. The duty free stores are well stocked and the upper level food hall adequate enough. However (and this has been pointed out in previous reviews ad nauseum) the air-conditioning is just far to cold for normal passenger comfort. Virtually everyone had blankets over them while waiting for flights! The flight information boards are quite inadequate and even flights scheduled less than an hour from departure may not make it to the board. Seating is limited outside the direct gate areas.,NA,NA,NA,5,4,4,NA,NA,NA,3,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Mark Wilkins,United Kingdom,2012-06-06,Transfer from MAN to BKK. As a Silver member of an Etihad guest I can access the Al Reem lounge which is a big plus apart from duty free not a lot of things to do apart from free wifi. However as previous travellers note at peak times the security clearance for transit passengers can be very poor - I saw the longest line yet all the way back to T1 nearly on the way out but no queue at all for the return flight. Like a lot of other airports need to plan better for peak periods early morning early evening - if they do this it would get a lot better reviews.,NA,NA,NA,7,3,3,NA,NA,NA,3,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,M Taylor,United Kingdom,2012-02-09,Through AUH to BAH. Arrived at a remote stand and bussed to Terminal. Clear signage made it easy to navigate along with plenty of Departure screens. As previously stated quite busy so seating can be a bit hit and miss but they can be found. However after 7 hours in the air a walk about was most welcome. Boarding through Gate 18 was bizarre a doorway that actually led to Gate 17 and 18. Even weirder was that two flights were through this door at the same time which led to confusion for passengers. Security was a drag with two flights passing through one metal detector and two x-ray machines. They got it sorted and we were bussed to another remote stand. Return was at night. Arrived at another remote stand and again a bus to the Terminal. I was travelling with an infant access to a stroller would have been advantageous at the gate. Upon arriving at Flight Transfer we found a fleet of strollers. Why position them here? A reasonably long walk down to Gate 34 (10 mins) with plenty of seating at the Gate in a clean and airy environment. Overall not a bad experience. Terminal 1 is rather dated but great for people watching and shopping. Terminal 3 is modern and bright but can involve a fair trek down to the Gates in the 30's. Be prepared is my advice. Roll with it as it can be busy and perhaps not follow the norm expected of some western airports.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,A Stevenson,United Kingdom,2010-09-19,Transfer at AUH from LHR enroute to CMB and on return journey. Arrival at AUH Terminal 3 - this is the first time in many years I'd passed through Abu Dhabi and T3 was new to me. Fairly typical modern airport terminal - clean spacious lots of steel and glass. 10 minute walk to Terminal 1 for connecting flight - while still architecturally eye catching showing its age and feeling a bit sticky. 10 or so free internet terminals several of which weren't working. On the return flight we taxied to a remote stand and were bussed to a gate close to terminal 1. Long layover of 6.5 hours. While deciding what to do I was approached by a friendly airport employee who explained my options including (as a UK passport holder) the option to pass through immigration and leave the airport if I so wished. In the end decided to find somewhere quiet to try and catch up with my sleep. Rather than proceed to my departure gate I went up the elevator to the arrivals floor and walked back towards terminal 3. Limited seating en-route and no facilities other than toilets but very quiet and I was largely undisturbed for several hours. I noticed a room full of seating close to the transfer desk. Approaching departure time I made my way back to the departures level and through security (peculiarly I don't remember needing to do this on the outward leg). Once through security the route inevitably winds it's way through a huge shopping area before reaching the T3 departure gates. As is the case with T1 there were several free internet terminals. Plentiful seating at the gates themselves.,NA,NA,NA,3,5,5,NA,NA,NA,3,NA,NA,0
abuja-airport,/airport-reviews/abuja-airport,Abuja Airport customer review,Mark Bickerton,NA,2009-05-24,The international terminal is nice and quite well organised but there is nothing much to do there. The domestic terminal is madness especially between 4pm and 7pm when many flights depart for Lagos. Its more like an old bus station than an airport and I am not sure the security is that strong (last time I was there the boarding passes were handwritten on small pieces of photocopied paper),NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
accra-kotoka-airport,/airport-reviews/accra-kotoka-airport,Accra Kotoka Airport customer review,G Davis,NA,2010-01-25,Arrivals into Kotoka are not bad. You clear immigration pretty quickly and they have a traditional baggage carousel where the bags come out. Lots of people hassle you for money once you get outside the airport but that is to be expected. Departures are another story. They say to arrive 2 to 3 hours ahead of your flight and that is no joke. It takes forever to go through all of the boarding pass and passport checks. There are too many to count. In addition there is only one x-ray security scanner at each of the two gates and so if you have two large planes leaving from the same gate as was the case for me you have some 600 people filing through the one security scanner area. It was complete mayhem as people who are late for their flights or who don't feel like standing in line just push right to the front of the line and no-one stops them. Once you are at the gate area there are no shops and only one very dirty restroom for 600 people. All passengers for all flights are crammed into the same gate area. I advise that you stay in the middle area of the airport where the shops are as long as possible before proceeding to the gate areas at eather end of the terminal. If you are offered a pass to the lounges Adinkra is in that middle area near the duty free shop and Akwaaba is at gate 1 just before the scanner. You will have to go around the long line waiting at the security scanner at gate 1 and you will see the lounge hidden in the back wall.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,C Williams,NA,2008-06-23,Addis Ababa's Bole Intl Airport is a new 5 gate terminal. On arrival immigration does take some time but you are dealt with in a courteous and professional manner. Although there are signs on the queue's - (Ethiopians Visitors Diplomats etc) you can use any queue. The visitor queue was quite long so we walked up to the diplomat queue and we were stamped in with no questions asked. Luggage collection & customs are swift although all bags are x-rayed by customs. The terminal is beautiful with Ethiopian marble all over the ground and a lot of cultural artefacts throughout the airport. Departures/check-in is fairly swift immigration is a quick stamp out. Note that you are security screened immediately upon entering the airport and before entering your gate. The duty free areas have a nice selection of Ethiopian artefacts. I have to agree with comments below about the bathrooms - they leave a lot to be desired.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Alastair Finch,United Kingdom,2014-11-12,Flew in here in October and very impressed with rapidity of baggage collection and cleanliness of terminal.,NA,NA,NA,10,5,5,NA,NA,NA,4,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,H Davis,Australia,2014-09-30,Adelaide has a small airport without many shops. Certainly no massage or gym. Security is very relaxed - no guns and is a very pleasant place to sit and wait. The food expensive but not-so-great - but this is the case for most airports. However the primary function of such a building is to arrive and depart. Although a car ramp was built several years ago allowing passengers to be deposited 3 metres from the terminal this has been permanently disabled. Now taxis and domestic vehicles can only pass from over 30 metres away. Hilariously its been mentioned that this is to prevent terrorism but in my experience Adelaidians are not this paranoid self-aggrandising or stupid. If it were true I'm sure they would beef up their security in more sensible ways. More likely a structural issue that is taking too long to fix. Unfortunately due to the long an unavoidable walk to and from the terminal from any mode of transport - the airport fails in its basic function of arriving and departing with ease.,NA,NA,NA,2,4,4,NA,NA,NA,3,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Henry Tib,Australia,2013-11-01,"Drop off requires a walk across the new open air empty Plaza which is between the drop off and the terminal and can be a problem in avoiding inclement weather at the drop off and also in reaching the departure taxi rank. The terminal was obviously designed and built by an ""Engineer"" as the terminal is close to the ramp requires walking down a winding slope to board the aircraft. Catering amenities are very limited though the terminal is clean with plenty of seating. Being a new terminal it could have been better designed.",NA,NA,NA,7,3,4,NA,NA,NA,3,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,R Gonzaga,Malaysia,2013-09-10,Great little airport well laid out and easy to navigate. It is bright and spacious and there is free wi-fi which is painfully slow. Arrivals is a bit of a let down with you being forced to go through an arrival duty free shop. There is only one baggage carousel for international flights which makes it a problem if a large aircraft lands let alone multiple long haul flights. Customs is slow with numerous people asking you the very same questions. Perhaps they should consider having more people man the immigration booths and less customs staff. They obviously have little to do in such a small airport so are overzealous. On return check-in facilities were good friendly staff. There were many shops in the departure area which is a communal area for both international and domestic departures. The actual immigration and customs for international flights is a small area which is hard to miss! One other drawback is the pick-up and drop-off area what a mess! Overall I would give this airport the thumbs up but they need to make improvements to some of their services.,NA,NA,NA,7,3,5,NA,NA,NA,4,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Henry Tib,NA,2006-05-24,"Had my first experience travelling on a regional airline from the new Adelaide terminal. It would seem that when they designed the new terminal they forgot about the regional air passengers. The departure ""gates"" for both the regional airlines are situated at the extreme end of the terminal requiring a fair walk although you can enjoy for part of the way a 50metre travelator ( though not sure it works) . When boarding you have to be escorted by the flight crew down a number of stairs to the exit for boarding. Regional air passengers returning to Adelaide airport again have to be escorted by the co-pilot to the terminal building through a concrete passageway then go through airport security and return to the upper level departure area through a door that is well away from the designated arrival area shown on the monitors to depart the terminal. nterstate passengers have to walk down two ramps to the aircraft and it would seem for speedier boarding passengers seated at the rear of the aircraft are directed to walk across the the tarmac to the rear steps of the aircraft. A procedure no different from the old terminal. Adelaide airport had a great opportunity to build a 21st century air terminal it would seem the opportunity was taken up!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,T May,United States,2012-05-22,A shame ABQ doesn't have many flights other than Southwest because it is definitely the best airport in the Southwest. Good security fast baggage claim and no terminal transfers since they hold everything in one building which even blends into its surroundings. Food is a little pricey as well but otherwise it is harder to find a better airport.,NA,NA,NA,8,5,5,NA,NA,NA,5,NA,NA,1
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,Pedro Gil,NA,2005-11-30,The southwest decor makes this airport unique. Easy rental car return with shuttle bus drivers friendly and eager to hoist your luggage on and off the bus. Certainly airport concessions everywhere can be expensive but beware the snack bar directly ahead of you after security is extremely expensive. They wanted $7.00 for a coffee and danish !,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
albury-airport,/airport-reviews/albury-airport,Albury Airport customer review,C Tudehope,NA,2010-04-18,It's a gorgeous little country airport. The terminal only opened last October and it still has a new smell. There are no queues anywhere and in general all ground staff are friendly and laid back. There is no need to allow excess time because there will be no queues at checkin or at security-the largest planes into the airport only seat 78 people-and they aren't always full. There are lovely large windows with views over the tarmac runway and ranges in the distance (and if it's race day you can see the horses too). The cafe is good although a bit overpriced. It's interesting that whilst Virgin and Qantas passengers have to go through security Rex and Brindabella passengers don't. There are no issues to speak of in this small yet very pleasant airport.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
alghero-fertilia-airport,/airport-reviews/alghero-fertilia-airport,Alghero Fertilia Airport customer review,Harry Albright,NA,2006-01-27,A nice little airport actually in Fertilia rather than Alghero. It has been recently expanded and a new arrivals hall should be opening shortly. Arrivals are straightforward both Schengen and non-Schengen. There are two belts for luggage and then you are straight out to the arrivals hall. Car rental desks are opposite where you come out and there are a couple of cash machines as well as a bar and a few shops. At the bar you pay at the cash register then take the receipt to the bar. Apart from the car rentals there are taxis just outside arrivals although these are pricey (about 20 Euro to the centre of town). It's about 12km to Alghero. Another option is to turn right and cross the parking lot. About 100 metres away are bus stops with orange buses running to Alghero and other buses heading to Sassari and Cagliari. Buy tickets for the Alghero buses at the souvenir shop (about 70 cents) in the terminal. If this is closed ride the bus anyway. The driver will sometimes stop for you to buy tickets sometimes not. Departures is equally straightforward at the other end of the terminal from arrivals. Note though that there is absolutely nothing to do airside so don't go through too soon. Non-Schengen international flights (e.g. to the UK) all leave from gate 1 and you have to queue for passport checks before you are allowed in to the gate area. The immigration officers usually arrive about 30 minutes before the flight.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,R Oussalah,Taiwan,2012-10-10,This is the first time in over a year I used this airport and I have to say that I am not disappointed. Its facilities are fair very clean pleasant to stroll through and spacious. The staff is pleasant and professional.,NA,NA,NA,7,4,5,NA,NA,NA,3,NA,NA,1
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,R Oussalah,Italy,2011-01-19,"For departures Algiers new airport is fairly spacious functional and the staff is friendly. I might have been lucky but I found the police controls and security to go fairly quickly. Shops are limited but I found them sufficient also they are open very early and close late. The choice of restaurants is limited to 1 for each hall and they are of the same provider. They offer reasonable selections of light eating and drinking. On arrivals I find it inadequate to have to walk down stairs after coming off the plane. I did not see an elevator available. The wait for the luggage is too long. I was told it was due to the luggage scanner being undersized for the traffic. One important deficiency is the absence of English signs; they are all in French and Arabic only. A shame for a brand new ""International"" airport. Over all I was satisfied mainly due to efficiency at departure and the feeling of space which is lacking too often in aging European airports.",NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,Mark Wadham,NA,2010-05-26,The airport building in itself is fairly attractive and spacious. However it is spoilt by 3 things - stench of smoke everywhere. Algeria is 30 years behind when it comes to smoking restrictions. Long waits and bureaucratic procedures. These are the fault of the authorities. Stood in line for 40 minutes to get through immigration. Out of stock duty-free shop. OK if you want to buy Baileys but not much else.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,Reyad Kesri,NA,2009-06-03,Algiers new terminal is up to international standards. It offers many restaurants and facilities. Security controls are still strict but this is understandable considering what happened in this country few years ago. This new terminal is a big improvement compared to the previous one. Duty free prices are way too high though.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Jayne King,United Kingdom,2015-07-25,"Please put a sign above the waiting bench for disabled assistance in departures, when I took a flight in June it was not signposted as a bench only for the disabled to use. We were very embarrassed when staff told us off for sitting there even though there were no signs to state it was for the disabled, so how were we to know! Please clearly signpost this as not all disabled people look disabled, and people might not realise that they need to give up the seat for them.",Departure Only,25-06-2015,FamilyLeisure,5,4,5,5,NA,2,4,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,Glenn Biffen,United Kingdom,2013-11-14,Easy to use and signage is adequate. The announcements are clear and concise. Plenty of space light and room to breathe. A good choice of shops too; this is an airport not a shopping mall! Even the security staff are human! We use this airport several times a year (property in the area). Just a shame the money situation has gone bad for the country as the old terminal could be redeveloped too.,NA,NA,NA,9,4,5,NA,NA,NA,5,NA,NA,1
alicante-airport,/airport-reviews/alicante-airport,Alicante Airport customer review,B Lawrence,Spain,2011-11-24,I was treated at the control area with great disrespect. After taking off my footwear as requested I proceeded to walk through. As I entered the boarding side this security woman approached me and snatched my scarf from around my neck without any explanation As I speak Spanish this was completely uncalled for and  in my opinion showed a vast amount of ignorance on her part. I appreciate that checks are necessary for the safeguard of passengers but she and maybe all of the staff there need a lesson in customer facing care.,NA,NA,NA,2,3,4,NA,NA,NA,4,NA,NA,0
alice-springs-airport,/airport-reviews/alice-springs-airport,Alice Springs Airport customer review,Alastair Finch,United Kingdom,2014-11-12,Beautiful new terminal with excellent check in security and facilities - very impressed.,NA,NA,NA,10,5,5,NA,NA,NA,5,NA,NA,1
alice-springs-airport,/airport-reviews/alice-springs-airport,Alice Springs Airport customer review,Henry Tib,Australia,2013-11-01,A quiet domestic airport with adequate facilities though passengers are open to the elements on boarding and disembarking from aircraft.,NA,NA,NA,7,4,4,NA,NA,NA,3,NA,NA,1
almaty-airport,/airport-reviews/almaty-airport,Almaty Airport customer review,D Kim,Australia,2014-12-18,Almaty airport is a tiny and dilapidated building compared to most international airports. The international terminal is cramped when you are waiting for an overseas flight and sometimes you'll be lucky to even find a place to sit. As you are coming in passport control is fairly swift and quick and collection of luggage and exiting is fast as well. As you are coming out be prepared to be greeted by a horde of gypsy taxi drivers. Most of them will overcharge you if you don't speak Russian so if you don't feel comfortable there is an official taxi booth near the exit charging 3500 Tenge. If you do decide to utilize a gypsy taxi driver come to an agreed upon price before getting in a price of 1500 - 2000 Tenge is reasonable. When buying something from one of the shops at the airport if you don't speak Russian it's important to not agree to buy anything unless there is a price tag on it. Shop keepers routinely over-charge foreigners double and even triple the amount. Overall it is not a comfortable airport to be in especially if you are waiting for an overseas flight. Limit the amount of time you have to spend there to as little as possible.,NA,NA,NA,4,3,2,NA,NA,NA,2,NA,NA,0
almaty-airport,/airport-reviews/almaty-airport,Almaty Airport customer review,Sargeant Alan,Australia,2013-09-01,Passed through Almaty on transit - Immigration control was prompt and without problems. Service from the Business Lounges was very poor/non existent particularly in the domestic lounge. Domestic area was very busy and overcrowded. Departure controls were OK both for security and immigration. Business check in OK but not up to standards in some other better airports like Bangkok or Istanbul. I would not choose to use the airport as a transit unless there is no other choice.,NA,NA,NA,3,4,3,NA,NA,NA,2,NA,NA,0
almaty-airport,/airport-reviews/almaty-airport,Almaty Airport customer review,D Olsson,Australia,2011-10-05,A poorly organised airport. It's not clear that international check-in is through the customs point. There were customs forms outside all in Russian. I filled one out to the best of my ability showed it to the guard and he just waved me through. My bags were checked briefly and no one looked at my form. Then I went to check-in which was quick and then to emigration. Beyond final security is a crowded room with expensive shops. PA announcements were indecipherable. I hope the new terminal is done properly because this one does nothing for Kazakhstan's and Air Astana's growing reputation.,NA,NA,NA,2,3,1,NA,NA,NA,1,NA,NA,0
almeria-airport,/airport-reviews/almeria-airport,Almeria Airport customer review,Stuart Ward,United Kingdom,2011-07-10,Interesting to see the airport since last year. Inbound passport has moved further indoors so no queuing on the road but still slow processing. There's an escalator to passports now which had a log jam at the top when we arrived so some guy had to rush out and switch it off otherwise there would be a pile of passengers at the top! Baggage arrived about 20mins after flight landed. Outbound speedy check in and security. Roof terrace still not open nothing has changed since last October.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
almeria-airport,/airport-reviews/almeria-airport,Almeria Airport customer review,Stuart Ward,NA,2010-10-24,Arrival okay queue to go through passport was a bit long. Luggage arrived on the belt as we got though. Limited baggage handlers so for a full charter flight might be longer. About 25 mins from landing to getting in the taxi. Going out the departure hall has been rebuilt much better and quicker. Security still tight big queue to get through. The departure lounge has been rebuilt and access to the rooftop terrace removed. The lounge is much better than the original. As work is going on don't know if there are plans to restore access to the roof. Small snack bar with coffee and rolls at reasonable prices but duty free for local stuff is the same price as supermarkets and imported stuff is more expensive than UK supermarket prices. Wouldn't want to arrive or depart when there are more than 2 charter/scheduled UK flights though. Then it would get overloaded very quickly.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
altenburg-airport,/airport-reviews/altenburg-airport,Altenburg Airport customer review,R Heelas,NA,2008-10-13,As with many small airports travelling to and from Altenburg is a pleasure. The terminal is about as big as a Drive-Through burger restaurant and there is free parking within 30m of the building. This airport is an excellent option for passengers travelling to or from the southern part of the former East Germany or to the north of Bavaria (I live in Bamberg and the drive is much shorter and more pleasant than to the next nearest Ryanair airport at Frankfurt Hahn). On the downside if you arrive early the Duty Free shop is very small and the restaurant is basic but the staff are friendly.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
amman-queen-alia-airport,/airport-reviews/amman-queen-alia-airport,Amman Queen Alia Airport customer review,David Pryer,United Kingdom,2014-09-10,Not the busy hub that it was intended to be and perhaps as a result spacious open and friendly for their customers. We were in transit from Cairo to London. Even with less than a dozen people ahead of us for the security check my daughter was helpfully encouraged to take the shorter 'ladies only' line. The people on the McDonalds counter were so well trained that they seemed genuinely enthusiastic. That must be a first.,NA,NA,NA,10,5,5,NA,NA,NA,4,NA,NA,1
