airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,F Marc,Australia,2015-02-18,Worst airport I have been to it is a complete mess. I strongly believe that this airport could not handle such huge amount of travellers. After a long flight transit passengers usually need a quiet place to relax change clothes use the bathroom and charge electronic devices. This airport could provide any of them. Toilets are full and are also dirty. People lie on the floor blocking the passageway while restaurants are all occupied there are no place to sit either. Even if I could sit somewhere power plugs can be hardly found in the gates. Trying to appeal as a luxurious airport while providing such poor facilities is not a good combination believe me. Next time I would rather fly via Doha or Dubai.,NA,NA,NA,2,1,2,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Danny Li,Netherlands,2014-06-23,It seems that this airport can't handle the rapid growth of Etihad Airways. Terminal is overcrowded most of the time. Very stressful airport to transfer from one flight to another.,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,M Sawar,United States,2014-05-11,Would not recommend flying through this airport mainly due to lack of appropriate seating in at this airport including the business and first class lounges. Both the lounges were dirty and unkempt.,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Sebastian George,Australia,2014-01-30,I've been through both Abu Dhabi and Dubai a few times. Etihad and Emirates as airlines provide nice services but I'd avoid Abu Dhabi airport if I had the choice. The airport is obviously striving for an upmarket feel but it's quite cramped the organisation and staff are somewhat lacking there's few opportunities for rest fresh air or natural light. The variety of food and facilities on offer is pretty limited too.,NA,NA,NA,5,2,3,NA,NA,NA,2,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,H Kohl,Australia,2013-12-09,I have been trough Abu Dhabi a few times. It is getting worse. Unfriendly people very long walk ways most Etihad flights don't use an aerobridge bus transfer. Small departure lounges with two gates very bad communication which flight is boarding bad signage. Even the people in the premium lounge were unfriendly. If you can avoid this airport.,NA,NA,NA,1,2,2,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,A Cooper,Australia,2013-02-04,The airport was clean with average facilities but the reason for the low score is the queue time at immigration. I got off my flight at 2am having flown business class into Abu Dhabi. There were 30 immigration counters open each with at least 60 people queuing. The process was so slow with staff leisurely processing customers at a rate of 3 minutes per person that it took 3 hours to get through. There were people complaining all around and the people stamping the passports seemed to be operating 'in their own time' which was extremely slow interspersed with conversation and joke breaks between counters.,NA,NA,NA,2,1,4,NA,NA,NA,3,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,M Eggleton,United Kingdom,2012-12-14,I travelled with Etihad from Melbourne to London. I don't know what terminal I was in but I wasn't that impressed. It was quite small and confusing. Lots of staff telling people where to go and you could quite easily go the wrong way and miss your connection. Facilities were ok but I was only there for half an hour so didn't use them or any of the shops. It could certainly do with improvement.,NA,NA,NA,6,4,4,NA,NA,NA,3,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Philip Loveder,Australia,2012-09-16,Abu Dhabi Airport isn't the most appealing of the world's airports but does have some virtues. The duty free stores are well stocked and the upper level food hall adequate enough. However (and this has been pointed out in previous reviews ad nauseum) the air-conditioning is just far to cold for normal passenger comfort. Virtually everyone had blankets over them while waiting for flights! The flight information boards are quite inadequate and even flights scheduled less than an hour from departure may not make it to the board. Seating is limited outside the direct gate areas.,NA,NA,NA,5,4,4,NA,NA,NA,3,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Harold Bush-Howard,United Kingdom,2012-09-16,A very unpleasant airport. I connected from London to Bangkok thinking it would be a nice experience to travel via a Gulf airport as so many people are doing the same. Never again. It was bad enough dealing with ghastly food on Etihad. The food options at Terminal 3 are limited and very expensive. Also the fast food on display looked as though it was there 48 hours before. Not very pleasant at around 20 dollars for a similar meal which In London would cost less than half. A small bottle of water cost around 6 US dollars. Not many places to sit but lots of shops. Abu Dhabi makes Frankfurt and Paris look charming clean and efficient for transiting. Never again.,NA,NA,NA,2,3,2,NA,NA,NA,1,NA,NA,0
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Andrew Reid,Egypt,2012-06-28,Three and a half hour transit for CAI-AUH-MEL in terminal 3 only. Coldest airport ever! AC is set so high we had to get our jumpers out. Very spacious clean and lots of seats. Kid's play area is ok but mostly for under 6's and just a few cars and a play house. Free wi-fi and computer terminals. Not much to do for that length of wait - as a transit point it needs more activities. Also even though departure gate was directly next to arrival gate we had to walk to the other end of the terminal to the arrivals area clear security and then walk back again to the departure gate.,NA,NA,NA,5,4,5,NA,NA,NA,3,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Mark Wilkins,United Kingdom,2012-06-06,Transfer from MAN to BKK. As a Silver member of an Etihad guest I can access the Al Reem lounge which is a big plus apart from duty free not a lot of things to do apart from free wifi. However as previous travellers note at peak times the security clearance for transit passengers can be very poor - I saw the longest line yet all the way back to T1 nearly on the way out but no queue at all for the return flight. Like a lot of other airports need to plan better for peak periods early morning early evening - if they do this it would get a lot better reviews.,NA,NA,NA,7,3,3,NA,NA,NA,3,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Kurt Mueller,United Kingdom,2012-04-14,MAN-AUH-DAC. Arrived at T1 Gate 7 and my onward flight was on the same aircraft at the same gate some 90 minutes later. You can't beat that for convenience. T1 is clearly more cramped than T3 which I have used before and I found the ATMs hard to locate without directions from staff. Ironically before opening up the scanners at Gate 7 the security team there used the passenger waiting area as location for their smoking break - in direct view of the no-smoking notices. Makes you wonder about their professionalism.,NA,NA,NA,7,4,4,NA,NA,NA,4,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,Kurt Mueller,United Kingdom,2012-02-29,My first transit at AUH from DAC to MAN. Arrived at T3 with about 70 minutes between flights. As my departing flight also left from T3 the walking distance involved was refreshingly short. No queues at security. Only back-up was at document checkpoint at the gate. If you don't want to be forced to go through the duty free shop simply use the toilets after security as they have a second exit that leads to the gate concourse. My connecting flight left from a remote stand necessitating a relatively short bus transfer. All together a smooth and comfortable transit experience.,NA,NA,NA,8,4,5,NA,NA,NA,4,NA,NA,1
abu-dhabi-airport,/airport-reviews/abu-dhabi-airport,Abu Dhabi Airport customer review,A Newton,NA,2009-03-10,A lot better since the new terminal 3 has opened. a lot more spacious and even at their busiest time between 11am - 3pm not a problem. a few duty free shops and places to grab something to eat. not bad at all compared to T1.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
abuja-airport,/airport-reviews/abuja-airport,Abuja Airport customer review,Antonio Tettamanzy,Brazil,2011-04-14,It was better than expected but can be quite messy sometimes. Currently (April 2011) the road which connects the airport to town is under maintenance and traffic at peak hours is nothing less than crazy so program yourself to go there early. In the passengers lounge there is absolutely nothing to do but a couple of convenience stores to buy soda and crackers. Toilets are decent but with no towels nor soap to wash the hands.,NA,NA,NA,3,3,3,NA,NA,NA,1,NA,NA,0
abuja-airport,/airport-reviews/abuja-airport,Abuja Airport customer review,Mark Bickerton,NA,2009-05-24,The international terminal is nice and quite well organised but there is nothing much to do there. The domestic terminal is madness especially between 4pm and 7pm when many flights depart for Lagos. Its more like an old bus station than an airport and I am not sure the security is that strong (last time I was there the boarding passes were handwritten on small pieces of photocopied paper),NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
accra-kotoka-airport,/airport-reviews/accra-kotoka-airport,Accra Kotoka Airport customer review,A Fleming,Ghana,2010-06-13,I have been through Kotoka International Airport more times than I care to remember and the attached domestic terminal a couple of times. Against most other African airports I have passed through (around 30) it is at the top end and there is an evident desire to improve. The airport is relatively small has only two gates for international departures and there are an ever increasing list of carriers adding Accra to their routes. Departure is not usually too bad security keeps the majority who may bother travellers at bay. Many first time passengers do not realise the need to go to the extreme right end of the airport for a customs check before going to their check in queue. This can result in additional queuing for the uninitiated as there is no signage. There are well in excess of 20 counters so whilst it can be crowded in the evening as others mention it is not unmanageable. Passengers must go upstairs for immigration and here is the best eating place in the airport - the only problem is that is security are doing their job they may not allow your friends to come and eat with you. In this case there are a few outside eating options within a short walk of the departure area of which Airport Landing is probably the best for a full meal. Once through immigration the shopping options are limited and overpriced but there are places for drinks snacks or even small time gambling. Business passengers will according to their carrier be assigned to one of two lounges - whilst neither is spectacular the lounge used in the main by Skyteam partners is my preference. It has a view of the runway and usually some kind of food as well the usual drinks. This lounge is close to the departure gates for intercontinental flights but there are times when African flights including Kenyan are from the gate located at the other end of the airport. The other lounge is used by BA Emirates and also Star Alliance partners (South African Lufthansa and United and apparently soon to be Turkish). This has minimal food no natural light but is nicely decorated and probably has the better drinks selection. The main x-ray security is before you go to your gate and you then sit in an often poorly air conditioned room awaiting boarding - it is rare for boarding to start when they first announce that it is. These areas often have passengers from multiple flights at one time and there is some small risk of boarding the wrong plane in the chaos that can ensure. It is not the best end to the departure experience but with the limited space and an expanding range of carriers it is hard to overcome this and as others state staff are for the most part friendly and polite. On arrival immigration is normally not more than 10 or 15 minutes bags can be quick or slow like most places (though I find very slow for late night flights) and you must then go downstairs where you are likely to have your baggage tag checked to confirm you have picked up the correct item(s) of luggage. Beyond this point it can be a little chaotic - people will almost certainly offer you a taxi and try to carry your bag then put pressure on you for a tip. If you do not want any of these services it is best to smile and say so - personally I would always favour trying to arrange a reliable pick up at any unfamiliar airport and in Accra most hotels can arrange for this. The domestic terminal is fairly spartan but perfectly adequate.,NA,NA,NA,3,3,3,NA,NA,NA,3,NA,NA,0
adana-airport,/airport-reviews/adana-airport,Adana Airport customer review,William Foran,NA,2007-10-04,Adana is in the southern part of Turkey and so the grounds of the airport are full of palm trees and other desert flora. It is chaotic as the previous reviewer has commented. What was amazing to see was aircraft taxiing in on the same part of the tarmac as passengers walking in from their recently landed flights. I recommend the restaurant on the second level. The food was terrific ( it is frequently so in Turkey) and the view (Including the aforementioned strange combination of people and aircraft) was very entertaining. Most of the flights are domestic/commuter flights and therefore the airport is otherwise very quiet apart from the morning and evening rush hours. Yes one could get a whiff of tobacco smoke or strange odors in the terminal but this is the middle east. One should take these differences between our world and theirs in stride.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,Alain Kupferman,Thailand,2013-06-26,Addis Ababa belongs to those airports which should be avoided whenever possible: chaotic queuing unclear announcements (if any) miserable business lounge.,NA,NA,NA,3,2,3,NA,NA,NA,2,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,A Menon,Zambia,2012-07-24,Have visited Addis Ababa Bole International Airport several times in the past few years on transit. Been very pleased with the airport as it is really pleasant and clean for a short lay-over. Plenty of duty free stores and few restaurants with reasonable pricing. Also Business class lounge has quite good variety of food and clean toilets. There is free wi-fi available throughout the airport. Definitely one of the best African hubs compared to others such as Nairobi. Would recommend this airport as a hub for anyone travelling to and from Africa.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,L Norton,Zimbabwe,2012-01-23,I don't care much for this airport. No wifi. No washrooms in the boarding area. There are designated smoking areas but people seem to smoke everywhere. Generally the airport looks dinghy maybe this is due to the renovations. The duty free shops did not accept international cards at the time I wanted to buy and the pickings were slim in the stores. If I could avoid this airport I would.,NA,NA,NA,4,3,3,NA,NA,NA,2,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,N Hopkins,United States,2011-01-25,At Bole International as at other Ethiopian airports one must go through security twice -- removing shoes jackets watches and other items -- and going through the X-ray machines two times as well. Bole is a modern facility; but during my five hour layover neither the escalators nor the elevators were working. Not that meant I missed much. The dining and shopping facilities were all but non-existent until I passed through security the second time and got to the departures area. There were then mostly cheap souvenir shops. Curiously smoking is banned everywhere in the airport except at food and/or drinks bars.,NA,NA,NA,3,3,5,NA,NA,NA,1,NA,NA,0
addis-ababa-airport,/airport-reviews/addis-ababa-airport,Addis Ababa Airport customer review,P Bedson,NA,2007-11-30,A nearly new airport with not much traffic but high stress. Check in always takes forever - regardless of airline or class. You then have to pass through a series of subsequent security checks before reaching airside. Passport control is quite quick outbound but less than fast inbound (depending on how many flights land at the time) Airside is clean and spacious with reasonable coffee bars and a few duty free shops selling all the usual stuff you don't need or want. I'm not sure how well the airport will look in 5 years time - it seems to be aging rather quickly.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Siti Raudzah Malik,Malaysia,2015-05-18,A very fine airport above average. The only downside was just the WiFi. The toilet was a bit dirty but nothing too disturbing as there were only toilet papers scattered on the floor. Other than that everything else was fine. The ground staffs were very nice and helpful. The security was also very tight but at the same time they were very polite and not rude. A good airport overall.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,L Bree,Australia,2015-01-05,Airside it looks very 60's but entering it was light and bright and modern. The signage to collect baggage was very poor and we just followed everyone else hoping they too were collecting bags. Apart from this it is an easy small airport to travel from/to and I really liked it. Sure there are not a lot of food places or shops but there are enough for the size of it. Outside there is an open space concreted not sure what that is for? You traverse it to go to catch a taxi it is easily marked however. There are huge windows while waiting for your flight that you can see the runway clearly which was really nice. I definitely think this is one of Australia's better/easier airports.,NA,NA,NA,10,5,5,NA,NA,NA,4,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Henry Tib,Australia,2013-11-01,"Drop off requires a walk across the new open air empty Plaza which is between the drop off and the terminal and can be a problem in avoiding inclement weather at the drop off and also in reaching the departure taxi rank. The terminal was obviously designed and built by an ""Engineer"" as the terminal is close to the ramp requires walking down a winding slope to board the aircraft. Catering amenities are very limited though the terminal is clean with plenty of seating. Being a new terminal it could have been better designed.",NA,NA,NA,7,3,4,NA,NA,NA,3,NA,NA,1
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,D Silverstone,United States,2011-03-21,I think it's very telling that the only negative reviews have been regarding the long-term parking not being as friendly and helpful as the rest of the airport is! ADL was the best airport experience I had while visiting Australia and although not perfect it is a very commendable mid-sized airport. The terminal building is new clean and bright with a very fast door-to-gate process. The gate area does stretch on for a bit so you can wind up with quite a bit of hike not only in transferring but also in getting to the food or shop you need! All the staff I encountered were helpful and friendly and the airport is very close and accessible to the city. Highly recommend!,NA,NA,NA,4,5,5,NA,NA,NA,5,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,D Dale,NA,2008-10-28,Arrived to Adelaide Airport from Brisbane on Qantas flight. The terminal is new and the interior is welcoming. The airport is roomy and spacious. Our bags were on the carousel within minutes. We travelled into Adelaide on the SkyLink shuttle bus which only cost $5.00. I would have to rate Adelaide as probably the best airport in Australia as it is just a breeze to navigate. We also used the Qantas Club which I have to say was the cleanest and quietest of all those I have utilised of all airports in Australia. Gets five stars for being so modern and organised.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Henry Tib,NA,2006-05-24,"Had my first experience travelling on a regional airline from the new Adelaide terminal. It would seem that when they designed the new terminal they forgot about the regional air passengers. The departure ""gates"" for both the regional airlines are situated at the extreme end of the terminal requiring a fair walk although you can enjoy for part of the way a 50metre travelator ( though not sure it works) . When boarding you have to be escorted by the flight crew down a number of stairs to the exit for boarding. Regional air passengers returning to Adelaide airport again have to be escorted by the co-pilot to the terminal building through a concrete passageway then go through airport security and return to the upper level departure area through a door that is well away from the designated arrival area shown on the monitors to depart the terminal. nterstate passengers have to walk down two ramps to the aircraft and it would seem for speedier boarding passengers seated at the rear of the aircraft are directed to walk across the the tarmac to the rear steps of the aircraft. A procedure no different from the old terminal. Adelaide airport had a great opportunity to build a 21st century air terminal it would seem the opportunity was taken up!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Ben Williams,NA,2006-03-13,The new Adelaide terminal in finally open and a lot better than the old domestic and tragic international terminals. This new terminal is well sign posted and easy to get around. There are a few tenancies still being filled. Checking in is painless as is collection of luggage when arriving. Overall a vast improvement of the pervious terminals.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
adelaide-airport,/airport-reviews/adelaide-airport,Adelaide Airport customer review,Neil Harvey,NA,2004-02-12,Adelaide International is like a big bus station with just 5 gates and no airbridges. It's quaint and friendly and beats big brother Melbourne hands down.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ahmedabad-airport,/airport-reviews/ahmedabad-airport,Ahmedabad Airport customer review,S Shah,Australia,2013-05-05,The new international airport claims to be based on Singapore Changi airport but it is far from so. The jetways do not seem to work and so passengers have to be taken by bus from the plane to the terminal. There were no wheelchairs on arrival. The staff said they were all in the departure section and people in arrival would have to wait until the wheelchairs became free. The toilets in departure don't seem to be finished - broken tiles no toilet roll hanger etc.,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,0
albuquerque-airport,/airport-reviews/albuquerque-airport,Albuquerque Airport customer review,E Mabley,United States,2010-07-19,Albuquerque International Sunport is a functional medium-size US airport. There is only one terminal with 25 gates so walking distances are relatively short. The corridors are wide and ceilings are high so a bright airy feel. The airport is immaculate. The taxi and rental car shuttle rank are only about a hundred yards from the gate area exit and only steps beyond bag claim. The security queue moves relatively fast. The one negative is that food and beverage options are limited to a Quizno's a bar and grill a bakery offering mediocre sandwiches and a New Mexican restaurant offering very mediocre food.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
albury-airport,/airport-reviews/albury-airport,Albury Airport customer review,C Tudehope,NA,2010-04-18,It's a gorgeous little country airport. The terminal only opened last October and it still has a new smell. There are no queues anywhere and in general all ground staff are friendly and laid back. There is no need to allow excess time because there will be no queues at checkin or at security-the largest planes into the airport only seat 78 people-and they aren't always full. There are lovely large windows with views over the tarmac runway and ranges in the distance (and if it's race day you can see the horses too). The cafe is good although a bit overpriced. It's interesting that whilst Virgin and Qantas passengers have to go through security Rex and Brindabella passengers don't. There are no issues to speak of in this small yet very pleasant airport.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
alghero-fertilia-airport,/airport-reviews/alghero-fertilia-airport,Alghero Fertilia Airport customer review,Harry Albright,NA,2006-01-27,A nice little airport actually in Fertilia rather than Alghero. It has been recently expanded and a new arrivals hall should be opening shortly. Arrivals are straightforward both Schengen and non-Schengen. There are two belts for luggage and then you are straight out to the arrivals hall. Car rental desks are opposite where you come out and there are a couple of cash machines as well as a bar and a few shops. At the bar you pay at the cash register then take the receipt to the bar. Apart from the car rentals there are taxis just outside arrivals although these are pricey (about 20 Euro to the centre of town). It's about 12km to Alghero. Another option is to turn right and cross the parking lot. About 100 metres away are bus stops with orange buses running to Alghero and other buses heading to Sassari and Cagliari. Buy tickets for the Alghero buses at the souvenir shop (about 70 cents) in the terminal. If this is closed ride the bus anyway. The driver will sometimes stop for you to buy tickets sometimes not. Departures is equally straightforward at the other end of the terminal from arrivals. Note though that there is absolutely nothing to do airside so don't go through too soon. Non-Schengen international flights (e.g. to the UK) all leave from gate 1 and you have to queue for passport checks before you are allowed in to the gate area. The immigration officers usually arrive about 30 minutes before the flight.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
algiers-airport,/airport-reviews/algiers-airport,Algiers Airport customer review,Mark Wadham,NA,2010-05-26,The airport building in itself is fairly attractive and spacious. However it is spoilt by 3 things - stench of smoke everywhere. Algeria is 30 years behind when it comes to smoking restrictions. Long waits and bureaucratic procedures. These are the fault of the authorities. Stood in line for 40 minutes to get through immigration. Out of stock duty-free shop. OK if you want to buy Baileys but not much else.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
